precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL DIASPORA UNITĂ-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL PATRIOȚILOR-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL ROMÂNIA MARE-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ALIANȚA AUR-voturi"
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV, NR.100",146,DRAGU,141027,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:17:06",111,111,0,81,63,0,18,150,69,72,9,1,6,0,0,1,0,0,54,0,0,0,0,1,0,0,9
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV, NR.117",148,DRAGU,141027,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:48:40",230,230,0,141,124,0,17,300,159,115,26,1,5,0,2,2,0,0,86,1,1,3,2,1,1,0,10
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV PĂUȘA",253,ROMÂNAŞI,142426,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:32:57",427,427,0,267,249,0,18,500,233,235,32,1,1,0,8,2,6,0,175,3,0,2,1,2,1,4,29
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV POARTA SĂLAJULUI",254,ROMÂNAŞI,142426,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:41:16",390,390,0,268,237,0,31,450,182,253,15,0,4,0,16,5,0,0,191,3,5,1,2,2,0,0,24
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV -SALA DE EVENIMENTE",213,LOZNA,141884,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:01:15",121,121,0,133,84,0,49,154,21,127,6,1,2,0,4,1,0,0,76,3,1,2,1,3,0,1,32
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV SĂLĂJENI",95,BOCŞA,140324,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:25:31",446,446,0,282,267,0,15,548,266,265,17,0,16,2,9,4,0,2,173,10,4,2,2,6,2,0,33
33,SĂLAJ,"ŞCOALA CU CLASELE I - IV SÎNTĂ MĂRIA",271,"SÂNMIHAIU ALMAŞULUI",142676,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:52:07",310,310,0,209,202,0,7,350,141,183,26,1,0,0,5,0,2,0,101,0,0,1,0,7,1,0,65
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV TĂMAȘA, NR.219",139,CUZĂPLAC,140869,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:43:19",254,254,0,232,205,0,27,300,68,209,23,0,6,0,5,7,0,0,135,0,5,1,3,3,1,0,43
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV ŢĂUDU",72,ALMAŞU,139982,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:32:42",88,88,0,96,71,0,25,150,54,89,7,0,8,0,4,0,1,0,48,1,2,7,2,2,2,2,10
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV UILEACU ȘIMLEULUI",224,MĂERIŞTE,142006,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:12:16",370,370,0,197,184,0,13,454,257,192,5,1,0,0,2,3,1,0,42,2,1,117,0,5,0,2,16
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV VALEA HRANEI",307,ZALHA,143067,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:19:30",56,56,0,62,41,0,21,100,38,60,2,1,4,0,0,1,0,0,45,1,0,2,1,0,1,0,4
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV VALEA LUNGĂ",308,ZALHA,143067,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:58:16",117,117,0,114,93,0,21,150,36,109,5,0,5,0,4,0,0,0,89,0,0,0,1,0,0,0,10
33,SĂLAJ,"ȘCOALA DERȘIDA",90,BOBOTA,140280,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:13:57",1427,1427,0,840,810,0,30,1500,660,753,87,0,132,2,20,7,4,1,422,18,8,8,0,8,2,15,106
33,SĂLAJ,"ȘCOALA ELEMENTARĂ VERVEGHIU",144,DOBRIN,140958,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:30:00",364,364,0,235,215,0,20,450,215,224,11,0,2,0,1,0,0,0,20,0,2,197,0,0,0,1,1
33,SĂLAJ,"SCOALA GENERALA",187,"HOROATU CRASNEI",141535,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:25:24",800,800,0,500,443,0,57,850,350,472,28,2,12,1,25,5,2,4,278,9,6,2,5,12,1,5,103
33,SĂLAJ,"ŞCOALA GENERALĂ",198,ILEANDA,141580,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:04:47",40,40,0,28,23,0,5,100,72,26,2,0,1,0,0,0,0,0,19,0,0,0,0,0,0,1,5
33,SĂLAJ,"ŞCOALA GENERALĂ",195,ILEANDA,141580,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:44:11",105,105,0,71,58,0,13,150,79,71,0,1,7,0,2,1,1,0,41,2,1,0,0,4,1,1,9
33,SĂLAJ,"ŞCOALA GENERALĂ",190,ILEANDA,141580,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:35:12",148,148,0,119,109,0,10,200,81,114,5,1,5,1,4,5,0,1,55,2,1,0,0,0,0,2,37
33,SĂLAJ,"ŞCOALA GENERALĂ",181,HIDA,141447,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:53:25",421,421,0,198,189,0,9,505,307,182,16,0,19,0,1,0,2,0,104,10,4,2,0,3,1,1,35
33,SĂLAJ,"ŞCOALA GENERALĂ",193,ILEANDA,141580,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:48:22",83,83,0,55,45,0,10,100,45,52,3,0,3,0,9,0,0,0,28,0,0,1,0,0,0,1,10
33,SĂLAJ,"ŞCOALA GENERALĂ",196,ILEANDA,141580,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:02:13",104,104,0,72,63,0,9,150,78,69,3,0,8,0,2,0,0,0,40,4,1,0,0,2,0,0,12
33,SĂLAJ,"ŞCOALA GENERALĂ",194,ILEANDA,141580,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:49:10",82,82,0,70,51,0,19,100,30,64,6,1,3,0,6,0,0,0,35,0,0,1,0,2,1,0,15
33,SĂLAJ,"ŞCOALA GENERALĂ",197,ILEANDA,141580,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:27:43",71,71,0,60,49,0,11,100,40,58,2,1,6,0,3,1,2,0,20,3,2,0,0,1,0,1,18
33,SĂLAJ,"ŞCOALA GENERALĂ",180,HIDA,141447,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:32:05",16,16,0,19,6,0,13,50,31,18,1,0,2,0,0,0,0,0,12,0,0,1,0,0,0,0,3
33,SĂLAJ,"ȘCOALA GENERALĂ ”ADY ENDRE” LOMPIRT",291,ŞĂRMĂŞAG,142881,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:06:33",687,687,0,445,393,0,52,750,305,428,17,0,7,0,16,0,0,2,44,0,1,345,3,0,0,2,8
33,SĂLAJ,"ȘCOALA GENERALĂ BORZA",120,CREACA,140672,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-09 23:38:55",164,164,0,91,84,0,7,200,109,86,5,0,4,0,3,1,0,0,55,0,5,0,0,1,1,0,16
33,SĂLAJ,"ȘCOALA GENERALĂ BOZNA",296,TREZNEA,179631,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:33:24",186,186,0,173,146,0,27,250,77,167,6,3,19,0,3,1,0,2,90,5,8,1,0,2,0,1,32
33,SĂLAJ,"ȘCOALA GENERALĂ BREBI",121,CREACA,140672,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:18:09",449,449,0,241,230,0,11,550,309,229,12,2,12,1,14,5,0,1,125,3,6,2,0,1,0,2,55
33,SĂLAJ,"ȘCOALA GENERALĂ BRUSTURI",122,CREACA,140672,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:13:46",150,150,0,126,104,0,22,200,74,122,4,1,4,0,2,0,2,0,80,3,1,3,0,1,0,0,25
33,SĂLAJ,"ȘCOALA GENERALĂ CIGLEAN",123,CREACA,140672,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-09 23:36:55",109,109,0,72,65,0,7,150,78,69,3,0,2,1,6,1,0,0,38,3,1,2,0,3,0,0,12
33,SĂLAJ,"ŞCOALA GENERALĂ DOLHENI",191,ILEANDA,141580,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:11:53",71,71,0,56,45,0,11,101,45,50,6,0,1,0,3,2,0,0,19,5,1,1,1,0,0,1,16
33,SĂLAJ,"ŞCOALA GENERALĂ ”GEORGE COŞBUC”, CARTIER ORTELEC",38,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:35:42",1754,1754,0,871,861,0,10,1850,979,837,34,7,38,1,43,25,1,5,455,70,21,13,2,12,1,7,136
33,SĂLAJ,"ŞCOALA GENERALĂ LUMINIŞU",192,ILEANDA,141580,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:24:09",70,70,0,72,50,0,22,100,28,69,3,0,5,0,1,0,0,1,49,1,0,0,0,0,0,0,12
33,SĂLAJ,"ȘCOALA GENERALĂ LUPOAIA",125,CREACA,140672,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:44:06",257,257,0,165,152,0,13,300,135,149,16,1,5,0,1,1,0,1,61,5,7,2,2,3,3,1,56
33,SĂLAJ,"ȘCOALA GENERALĂ NR.2 ȘĂRMĂȘAG",289,ŞĂRMĂŞAG,142881,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:15:22",1182,1182,0,470,460,0,10,1250,780,441,29,3,8,1,15,4,0,0,89,7,3,243,0,4,2,6,56
33,SĂLAJ,"ȘCOALA GENERALĂ PRODĂNEȘTI",126,CREACA,140672,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:08:04",201,201,0,131,122,0,9,250,119,130,1,1,4,0,5,2,0,0,70,6,4,1,0,3,1,1,32
33,SĂLAJ,"ȘCOALA GENERALĂ ”SELYMES PETER” ILIȘUA",290,ŞĂRMĂŞAG,142881,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:48:41",551,551,0,352,306,0,46,600,248,333,19,0,2,0,0,0,1,0,29,1,0,298,0,1,0,0,1
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ",301,"VALCĂU DE JOS",142952,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:20:12",720,720,0,488,462,0,26,800,312,421,67,1,21,0,17,9,0,4,279,8,2,4,3,2,5,3,63
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ",299,"VALCĂU DE JOS",142952,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:32:43",499,499,0,373,360,0,13,550,177,360,13,1,8,0,13,0,0,8,254,5,4,2,1,1,0,0,63
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”ANDREI MUREȘANU”",41,"ORAŞ CEHU SILVANIEI",139740,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:37:30",1448,1448,0,783,741,0,42,1550,767,762,21,1,19,3,9,10,1,2,207,19,6,410,1,7,3,1,63
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ARCHID",112,COŞEIU,140583,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:06:13",369,369,0,298,283,0,15,400,102,282,16,1,1,0,1,0,0,0,9,0,0,266,0,0,0,0,4
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU”",87,BENESAT,140244,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:54:52",446,446,0,332,305,0,27,550,218,314,18,1,14,2,8,5,1,0,196,7,7,1,3,5,1,4,59
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ BĂLAN",78,BĂLAN,140146,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:56:09",749,749,0,542,481,0,61,800,258,510,32,5,29,0,14,12,0,2,336,5,4,5,4,10,4,1,79
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ CIZER",108,CIZER,140547,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:10:28",1299,1299,0,907,824,0,83,1350,443,848,59,1,43,2,64,15,3,1,428,54,27,2,5,15,5,18,165
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”CORNELIU COPOSU”",25,"MUNICIPIUL ZALĂU",139704,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:25:07",1235,1235,0,590,574,0,16,1300,710,574,16,1,51,0,21,19,3,3,202,64,11,87,1,20,2,3,86
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”CORNELIU COPOSU”",24,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:22:22",1294,1294,0,465,463,0,2,1350,885,460,5,3,30,1,6,20,2,2,195,42,8,44,0,10,3,1,93
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”CORNELIU COPOSU”",23,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:25:51",1429,1429,0,569,550,0,19,1500,931,555,14,4,54,2,26,32,2,1,211,53,12,59,2,12,6,1,78
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”CORNELIU COPOSU”",22,"MUNICIPIUL ZALĂU",139704,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:48:44",1246,1246,0,469,458,0,11,1350,881,462,7,1,23,1,13,17,1,1,209,53,8,36,4,19,1,4,71
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ CU CLASELE I-VIII",297,"VALCĂU DE JOS",142952,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:25:51",699,699,0,429,417,0,12,750,321,412,17,2,31,1,16,7,0,11,228,12,5,19,2,11,0,1,66
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ CUZĂPLAC, NR.242",134,CUZĂPLAC,140869,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:41:29",392,392,0,298,265,0,33,450,152,280,18,3,7,0,3,4,0,0,157,6,3,50,2,0,0,0,45
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ DEJA",261,SĂLĂŢIG,142550,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:52:05",953,953,0,684,651,0,33,1000,316,663,21,0,0,0,1,0,1,0,27,1,0,630,0,1,0,0,2
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ FETINDIA",227,"MESEŞENII DE JOS",142079,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:31:49",160,160,0,122,103,0,19,200,78,122,0,0,4,1,3,2,1,0,52,6,3,4,1,3,0,3,39
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”GHEORGHE LAZĂR”",12,"MUNICIPIUL ZALĂU",139704,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:10:22",1700,1700,0,788,770,0,18,1800,1012,761,27,8,50,1,12,30,3,2,310,84,12,98,4,16,1,5,125
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ GÎLGĂU ALMAŞULUI",82,BĂLAN,140146,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:37:37",845,845,0,586,548,0,38,900,314,542,44,3,35,2,27,5,2,2,329,15,3,5,0,4,2,3,105
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ GIURTELECU ȘIMLEULUI",222,MĂERIŞTE,142006,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:22:24",696,696,0,460,413,0,47,750,290,434,26,1,15,0,21,6,4,1,268,4,4,5,4,3,4,1,93
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ GURUSLĂU",175,HERECLEAN,141376,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:10:59",520,520,0,322,296,0,26,550,228,317,5,0,2,0,0,0,0,0,14,5,1,285,0,0,0,0,10
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”HOREA”",56,"ORAŞ ŞIMLEU SILVANIEI",139884,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:06:12",1630,1630,0,925,918,0,7,1713,788,876,49,4,41,6,27,25,0,1,449,53,12,97,3,16,1,4,137
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”IULIU MANIU”",17,"MUNICIPIUL ZALĂU",139704,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:25:19",1613,1613,0,554,540,0,14,1700,1146,531,23,6,28,2,20,8,1,0,227,50,13,68,0,11,0,4,93
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ JAC",124,CREACA,140672,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:11:55",568,568,0,405,391,0,14,600,195,397,8,0,15,0,13,6,1,0,215,15,2,3,1,2,2,0,122
33,SĂLAJ,"ȘCOALĂ GIMNAZIALĂ ”LUCIAN BLAGA” PARTER SALĂ DE CLASĂ NR.1,STR.GAROAFELOR NR.7",50,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:06:27",1627,1627,0,840,792,0,48,1700,860,825,15,3,66,1,16,21,7,7,421,49,9,67,0,23,4,4,127
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ MĂERIȘTE",219,MĂERIŞTE,142006,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:46:25",610,610,0,379,353,0,26,650,271,371,8,2,12,1,15,4,0,1,228,14,8,3,3,2,2,5,71
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ MARCUS AURELIUS CREACA",119,CREACA,140672,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:34:45",375,375,0,209,202,0,7,449,240,199,10,1,13,0,2,1,0,0,116,10,3,6,0,2,2,1,42
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”",36,"MUNICIPIUL ZALĂU",139704,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:35:55",1525,1525,0,636,621,0,15,1585,949,616,20,5,37,5,18,23,3,2,231,80,15,73,2,10,3,1,108
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ NR.1",64,"ORAŞ ŞIMLEU SILVANIEI",139884,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:33:45",1506,1506,0,863,858,0,5,1600,737,639,224,2,6,0,12,2,1,0,542,5,1,7,7,3,5,2,44
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ NR.1 AGRIJ",65,AGRIJ,139937,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:35:55",837,837,0,601,542,0,59,900,299,544,57,0,42,0,16,6,1,0,314,20,7,7,3,2,0,2,124
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ NR.1 BORLA",93,BOCŞA,140324,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:52:03",1280,1280,0,882,814,0,68,1350,468,872,10,1,6,0,1,1,0,0,75,3,1,772,0,1,0,0,11
33,SĂLAJ,"SCOALA GIMNAZIALA NR. 1 COSEIU",111,COŞEIU,140583,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:29:11",353,353,0,311,234,0,77,400,89,294,17,2,5,2,2,11,0,0,110,11,2,97,0,4,1,2,45
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ NR.1 ZALHA",304,ZALHA,143067,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:11:05",207,207,0,208,136,0,72,250,42,193,15,2,7,0,4,3,1,0,137,2,1,3,1,1,0,1,30
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”PETRE DULFU” SĂLĂȚIG",259,SĂLĂŢIG,142550,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:09:00",384,384,0,278,271,0,7,450,172,263,15,4,14,0,12,2,0,0,92,0,2,70,0,1,2,0,64
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”PETRE HOSSU”",234,NĂPRADEA,142177,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:21:22",717,717,0,457,431,0,26,750,293,422,35,7,13,0,27,2,2,1,295,8,6,0,1,2,4,9,45
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ PLESCA",109,CIZER,140547,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:58:29",160,160,0,108,86,0,22,200,92,104,4,0,21,0,10,3,0,0,50,2,3,0,0,1,0,2,12
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ POIANA BLENCHII",248,"POIANA BLENCHII",142373,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:25:38",582,582,0,463,443,0,20,638,175,411,52,0,15,0,18,2,4,8,284,4,3,9,1,15,3,3,42
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”POROLISSUM”",15,"MUNICIPIUL ZALĂU",139704,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:44:10",1719,1719,0,763,750,0,13,1800,1037,749,14,4,44,1,33,40,3,1,320,75,11,67,2,29,2,5,112
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”POROLISSUM”",16,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:45:28",1811,1811,0,829,813,0,16,1916,1087,816,13,1,42,0,23,24,6,2,320,92,18,68,7,16,7,0,190
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ RUS",256,RUS,142499,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:49:49",549,549,0,468,364,0,104,600,132,440,28,3,20,0,16,2,0,0,264,8,3,5,4,4,4,4,103
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”SIMION BĂRNUȚIU”",11,"MUNICIPIUL ZALĂU",139704,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:02:10",1429,1429,0,692,677,0,15,1500,808,679,13,6,37,4,11,25,3,2,251,106,7,84,1,13,7,1,121
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ȘIMIȘNA",293,ŞIMIŞNA,179695,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:41:37",659,659,0,394,352,0,42,700,306,390,4,6,4,0,10,3,1,1,318,1,0,2,0,3,1,2,38
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ TREZNEA",295,TREZNEA,179631,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:46:37",670,670,0,588,504,0,84,700,112,540,48,3,25,0,22,9,1,0,346,13,3,3,1,7,2,2,103
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ” VASILE BREBAN ”” CRIȘENI",131,CRIŞENI,140823,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:47:45",1631,1631,0,1220,1152,0,68,1700,480,1199,21,2,83,5,46,24,1,3,648,73,18,32,5,18,3,6,232
33,SĂLAJ,"SCOALA GIMNAZIALA ZIMBOR",309,ZIMBOR,143147,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:48:14",486,486,0,356,336,0,20,550,194,338,18,0,2,0,8,4,3,0,246,15,4,7,0,7,2,3,37
33,SĂLAJ,"ȘCOALA HUREZ",186,"HOROATU CRASNEI",141535,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:41:20",272,272,0,182,155,0,27,350,168,177,5,1,6,0,6,0,1,2,120,4,3,1,0,1,0,2,30
33,SĂLAJ,"ŞCOALA LEMNIU",207,LETCA,141786,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:01:37",324,324,0,269,215,0,54,400,131,263,6,1,24,1,6,7,1,0,173,2,4,5,2,3,3,0,31
33,SĂLAJ,"ȘCOALA NOUĂ DRIGHIU",170,HALMĂŞD,141312,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:14:31",291,291,0,198,174,0,24,353,155,187,11,0,4,2,1,5,0,0,107,9,0,0,0,4,0,1,54
33,SĂLAJ,"ŞCOALA PECEIU, NR. 137",85,BĂNIŞOR,140208,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:47:49",714,714,0,491,454,0,37,800,309,449,42,9,44,0,17,6,2,3,230,18,0,3,1,13,3,1,99
33,SĂLAJ,"ŞCOALA POIENIŢA",77,BĂBENI,140084,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:20:19",161,161,0,132,102,0,30,208,76,125,7,2,4,1,1,3,0,0,95,0,1,1,1,0,0,0,16
33,SĂLAJ,"ŞCOALA POSTLICEALĂ SANITARĂ",31,"MUNICIPIUL ZALĂU",139704,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:27:37",1297,1297,0,512,499,0,13,1350,838,510,2,1,27,6,12,13,2,0,207,50,10,60,0,11,3,4,104
33,SĂLAJ,"ŞCOALA PRIMARĂ",105,CARASTELEC,140477,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:36:48",24,24,0,26,11,0,15,50,24,24,2,0,1,0,0,0,0,0,7,0,0,3,0,0,2,0,11
33,SĂLAJ,"ȘCOALA PRIMARĂ",165,GÂRBOU,141232,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:56:25",247,247,0,123,110,0,13,350,227,109,14,2,14,1,1,0,1,1,64,7,0,2,2,1,0,0,13
33,SĂLAJ,"ȘCOALA PRIMARĂ",164,GÂRBOU,141232,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:48:53",76,76,0,72,63,0,9,100,28,66,6,0,2,0,3,0,0,0,51,3,0,0,0,0,1,0,6
33,SĂLAJ,"ȘCOALA PRIMARĂ",162,GÂRBOU,141232,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:40:00",188,188,0,153,122,0,31,250,97,142,11,0,14,2,3,0,1,0,88,0,7,0,1,1,0,0,25
33,SĂLAJ,"ŞCOALA PRIMARĂ BADON",172,HERECLEAN,141376,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:21:27",645,645,0,404,378,0,26,700,296,388,16,1,22,1,33,8,1,0,178,31,0,18,0,5,5,4,81
33,SĂLAJ,"ŞCOALA PRIMARĂ BENESAT",86,BENESAT,140244,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:16:00",342,342,0,253,230,0,23,400,147,240,13,2,10,1,4,8,1,0,148,6,1,19,2,7,1,3,27
