precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ROMÂNIA SOCIALISTĂ-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL DIASPORA UNITĂ-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL ROMÂNIA MARE-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA AUR-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi"
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”SFINȚII ÎMPĂRAȚI” (ȘCOALA GENERALĂ ”SFINȚII ÎMPĂRAȚI” - ȘCOALA GENERALĂ NR. 42)",118,"MUNICIPIUL GALAŢI",75098,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:53:21",1612,1612,0,643,639,0,4,1779,1136,613,30,12,7,34,65,1,23,18,16,37,8,5,2,68,6,22,289
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”SFINȚII ÎMPĂRAȚI” (ȘCOALA GENERALĂ ”SFINȚII ÎMPĂRAȚI” - ȘCOALA GENERALĂ NR. 42)",120,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:08:11",1271,1271,0,488,481,0,7,1397,909,465,23,7,1,29,47,3,9,17,16,16,7,3,8,54,4,19,225
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”SFINȚII ÎMPĂRAȚI” (ȘCOALA GENERALĂ ”SFINȚII ÎMPĂRAȚI” - ȘCOALA GENERALĂ NR. 42)",119,"MUNICIPIUL GALAŢI",75098,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:02:10",1533,1533,0,679,663,0,16,1696,1017,653,26,6,1,53,84,2,39,21,27,17,11,8,3,71,5,17,288
18,GALAŢI,"SCOALA GIMNAZIALĂ ” STEFAN CEL MARE” PISCU",378,PISCU,76996,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:58:14",1424,1424,0,761,755,0,6,1571,810,730,31,7,2,10,39,2,15,11,21,54,2,20,9,124,14,14,386
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”ȘTEFAN CEL MARE” (ȘCOALA GENERALĂ ”ȘTEFAN CEL MARE” - ȘCOALA GENERALĂ NR. 13)",132,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:44:14",1412,1412,0,564,552,0,12,1558,994,543,21,7,5,26,71,3,22,24,14,21,5,2,4,68,3,15,253
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”ȘTEFAN CEL MARE” (ȘCOALA GENERALĂ ”ȘTEFAN CEL MARE” - ȘCOALA GENERALĂ NR. 13)",131,"MUNICIPIUL GALAŢI",75098,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:16:16",1288,1288,0,469,448,0,21,1419,950,447,22,2,3,14,51,3,15,14,16,20,6,2,4,42,4,17,234
18,GALAŢI,"ŞCOALA GIMNAZIALĂ ŞTEFAN OCTAVIAN IOSIF",197,"MUNICIPIUL TECUCI",75203,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:24:55",1359,1359,0,600,592,0,8,1492,892,572,28,1,2,5,34,2,12,9,14,45,2,7,3,72,6,2,356
18,GALAŢI,"ŞCOALA GIMNAZIALĂ ŞTEFAN OCTAVIAN IOSIF",198,"MUNICIPIUL TECUCI",75203,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:05:07",1062,1062,0,448,434,0,14,1168,720,433,15,2,0,13,26,2,14,10,12,27,1,5,1,63,5,5,247
18,GALAŢI,"SCOALA GIMNAZIALĂ TUDOR PAMFILE",418,ŢEPU,77377,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:36:45",1105,1105,0,809,722,0,87,1207,398,736,73,1,2,3,7,1,3,4,10,27,2,0,0,92,3,192,389
18,GALAŢI,"ȘCOALA GIMNAZIALĂ UNIREA BRANIȘTEA",241,BRANIŞTEA,75711,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:11:44",1243,1243,0,748,706,0,42,1370,622,690,58,7,1,11,34,1,10,6,6,38,1,7,1,99,6,4,458
18,GALAŢI,"ȘCOALA GIMNAZIALĂ UNIREA BRANIȘTEA",242,BRANIŞTEA,75711,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:10:06",1044,1044,0,619,582,0,37,1142,523,580,39,3,0,7,35,1,0,6,10,37,3,5,5,71,5,4,388
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”VASILE ȘEICARU”OANCEA",369,OANCEA,76932,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:18:50",1307,1307,0,130,49,0,81,1448,1318,129,1,1,0,2,6,0,4,1,2,7,0,0,0,8,1,0,97
18,GALAŢI,"ŞCOALA GIMNAZIALĂ ”VICTOR ION POPA ” IVEŞTI (ŞCOALA GIMNAZIALA NR.3 IVEŞTI)",326,IVEŞTI,76601,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:19:31",1519,1519,0,979,949,0,30,1672,693,837,142,1,0,6,3,0,0,4,2,29,2,2,4,58,0,0,726
18,GALAŢI,"ŞCOALA MĂLURENI",366,NICOREŞTI,76807,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:59:31",159,159,0,98,89,0,9,176,78,88,10,2,0,1,3,1,2,1,0,3,1,0,0,13,2,1,58
18,GALAŢI,"ȘCOALA MÎNDRESTI",430,"VALEA MĂRULUI",77475,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:17:01",767,767,0,424,354,0,70,835,411,394,30,1,0,3,6,1,2,0,5,17,0,0,5,58,4,0,292
18,GALAŢI,"SCOALA NATALIA NEGRU",250,BUCIUMENI,75819,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:26:14",884,884,0,509,490,0,19,975,466,425,84,0,0,0,8,0,2,3,9,40,1,1,0,54,6,3,298
18,GALAŢI,"SCOALA NOUA - SAT CORNI",262,CORNI,76004,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:57:23",671,671,0,472,448,0,24,734,262,446,26,1,1,2,30,0,5,0,11,14,1,4,2,14,5,0,356
18,GALAŢI,"ŞCOALA NR. 1 BARCEA",222,BARCEA,75515,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:13:15",1056,1056,0,531,522,0,9,1162,631,489,42,1,1,7,7,0,4,3,10,27,0,3,4,55,6,2,359
18,GALAŢI,"ŞCOALA NR. 2 BARCEA",219,BARCEA,75515,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:26:16",818,818,0,387,385,0,2,904,517,370,17,1,2,3,11,0,3,1,1,11,0,0,6,45,4,4,278
18,GALAŢI,"ŞCOALA NR. 2 BARCEA",220,BARCEA,75515,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:17:24",872,872,0,400,392,0,8,964,564,378,22,2,0,6,13,0,3,2,5,20,3,0,3,55,3,3,260
18,GALAŢI,"ŞCOALA NR.2 IVEŞTI",325,IVEŞTI,76601,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:27:24",711,711,0,368,338,0,30,785,417,344,24,1,1,1,6,0,0,1,6,19,6,3,1,37,2,0,260
18,GALAŢI,"SCOALA NR.2 MOVILENI",351,MOVILENI,76745,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:29:51",1141,1141,0,580,552,0,28,1249,669,522,58,3,0,3,10,5,1,2,5,57,2,2,2,135,11,5,279
18,GALAŢI,"ŞCOALA NR. 3 BARCEA",221,BARCEA,75515,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:38:59",1005,1005,0,473,463,0,10,1107,634,451,22,1,3,11,11,1,11,1,8,27,1,1,1,74,2,3,295
18,GALAŢI,"ŞCOALA NR.3 COROD",267,COROD,75953,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:56:08",1428,1428,0,679,641,0,38,1583,904,625,54,1,1,3,11,0,10,5,14,26,3,2,1,81,9,0,458
18,GALAŢI,"ŞCOALA NR. 4 PODOLENI",223,BARCEA,75515,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:09:35",1317,1317,0,705,699,0,6,1452,748,641,63,1,2,1,5,0,1,0,2,10,0,1,1,108,8,8,493
18,GALAŢI,"ȘCOALA PRIMARĂ",260,CERŢEŞTI,75917,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:56:16",587,587,0,363,328,0,35,642,279,334,29,5,0,1,3,0,3,2,2,6,1,0,1,19,4,19,268
18,GALAŢI,"ȘCOALA PRIMARĂ",261,CERŢEŞTI,75917,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:23:54",543,543,0,401,352,0,49,597,196,372,29,3,2,1,6,0,0,0,5,13,0,1,7,31,2,5,296
18,GALAŢI,"ŞCOALA PRIMARĂ ANDRONACHI GOGA NR. 1 SAT ALDEŞTI",236,BEREŞTI-MERIA,75356,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:42:08",310,310,0,168,153,0,15,342,174,148,20,3,0,1,0,1,0,2,0,8,0,0,4,10,4,0,115
18,GALAŢI,"ȘCOALA PRIMARĂ CRĂIEȘTI",436,VÂRLEZI,77509,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:00:19",624,624,0,435,410,0,25,691,279,378,34,4,0,0,23,3,2,2,3,22,1,0,1,31,2,2,282
18,GALAŢI,"SCOALA PRIMARA ”ION VODA CEL VITEAZ ROSCANI",234,BĂNEASA,75686,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:23:43",453,453,0,277,254,0,23,494,217,262,15,0,0,0,7,1,0,3,2,11,0,2,2,24,1,2,207
18,GALAŢI,"ŞCOALA PRIMARĂ NR. 1 BRĂTULEŞTI",269,COROD,75953,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:42:11",478,478,0,248,237,0,11,525,277,228,20,1,0,0,3,0,4,1,2,14,1,0,2,16,0,1,183
18,GALAŢI,"SCOALA PRIMARĂ NR.1 CIŞMELE",399,SMÂRDAN,77224,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:49:29",1269,1269,0,675,668,0,7,1401,726,640,35,2,0,3,27,0,11,12,13,49,1,1,3,121,7,2,388
18,GALAŢI,"ȘCOALA PRIMARĂ NR. 1 GÂRBOVĂȚ",311,GHIDIGENI,76406,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:06:42",222,222,0,115,102,0,13,246,131,109,6,1,0,1,1,0,1,0,2,5,0,0,1,6,1,1,89
18,GALAŢI,"ȘCOALA PRIMARĂ NR. 1 GEFU",312,GHIDIGENI,76406,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:10:49",896,896,0,567,556,0,11,993,426,500,67,1,0,1,0,0,0,0,0,8,1,0,3,39,0,3,444
18,GALAŢI,"ŞCOALA PRIMARĂ NR.1 IONĂŞEŞTI",365,NICOREŞTI,76807,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:20:05",544,544,0,300,290,0,10,602,312,266,24,1,0,1,5,0,2,0,1,25,0,1,3,65,1,2,159
18,GALAŢI,"ȘCOALA PRIMARĂ NR. 1 IZVOARELE",396,"SLOBOZIA CONACHI",77180,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:50:33",794,794,0,462,457,0,5,876,414,447,15,1,1,1,10,0,6,2,4,32,0,1,2,79,2,1,305
18,GALAŢI,"ȘCOALA PRIMARĂ NR.1 SAT GĂNEȘTI",257,CAVADINEŞTI,75864,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:44:29",722,722,0,405,360,0,45,794,391,381,22,0,0,2,7,0,3,2,11,13,0,0,1,46,0,1,295
18,GALAŢI,"ȘCOALA PRIMARĂ NR.1 SAT VĂDENI",258,CAVADINEŞTI,75864,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:24:35",314,314,0,239,207,0,32,348,109,217,22,1,1,0,4,1,6,0,4,6,0,0,5,13,2,2,172
18,GALAŢI,"SCOALA PRIMARA NR.1 SAT VISINA, COMUNA POIANA, JUDETUL GALATI",381,POIANA,77587,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:34:12",378,378,0,270,228,0,42,415,145,256,14,0,0,1,2,3,4,3,5,19,0,0,3,35,2,0,179
18,GALAŢI,"SCOALA PRIMARA NR.3",254,CAVADINEŞTI,75864,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:16:37",184,184,0,128,108,0,20,202,74,123,5,1,0,0,3,0,2,0,1,5,0,0,1,21,1,0,88
18,GALAŢI,"SCOALA PRIMARĂ SLOBOZIA BLĂNEASA",360,NEGRILEŞTI,77579,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:28:18",805,805,0,554,488,0,66,882,328,532,22,1,2,1,9,1,4,1,4,32,2,0,1,47,11,5,411
18,GALAŢI,"ȘCOALA PRIMARĂ VAMEȘ",379,PISCU,76996,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:55:11",410,410,0,206,186,0,20,461,255,193,13,2,1,1,6,1,3,3,3,14,0,4,2,31,6,8,108
18,GALAŢI,"ȘCOALA PROFESIONALĂ „HORTENSIA PAPADAT – BENGESCU”",328,IVEŞTI,76601,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:23:34",1088,1088,0,636,603,0,33,1194,558,559,77,0,0,4,5,0,8,3,5,34,0,0,8,38,3,0,451
18,GALAŢI,"ȘCOALA PROFESIONALĂ „HORTENSIA PAPADAT – BENGESCU”",327,IVEŞTI,76601,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:19:00",966,966,0,459,432,0,27,1065,606,426,33,1,0,3,9,0,7,2,11,23,0,0,1,51,1,1,316
18,GALAŢI,"SCOALA SFINTUL NICOLAE",431,VÂNĂTORI,75150,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:34:23",1349,1349,0,728,711,0,17,1484,756,705,23,1,5,20,55,0,25,15,9,38,3,2,3,70,3,7,449
18,GALAŢI,"SCOALA SFINTUL NICOLAE",432,VÂNĂTORI,75150,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:18:37",1279,1279,0,722,710,0,12,1406,685,690,31,8,4,18,49,4,19,11,11,33,1,4,6,70,6,2,444
18,GALAŢI,"SCOALA SMARANDA BRAESCU",251,BUCIUMENI,75819,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:38:56",363,363,0,258,249,0,9,400,142,240,18,0,0,2,2,0,3,2,0,16,1,0,1,29,1,1,182
18,GALAŢI,"SCOALA TATARCA",417,TULUCEŞTI,77331,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:59:39",618,618,0,280,255,0,25,679,399,263,17,1,0,4,9,2,6,1,5,19,1,6,2,32,6,3,166
18,GALAŢI,"SCOALA TULUCESTI",414,TULUCEŞTI,77331,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:39:28",1990,1990,0,929,892,0,37,2091,1162,883,46,2,2,23,29,2,16,0,24,80,5,2,7,89,7,13,582
18,GALAŢI,"ŞCOALA VECHE ŞIVIŢA",416,TULUCEŞTI,77331,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:46:29",1005,1005,0,450,424,0,26,1110,660,425,25,3,0,5,14,0,9,6,12,17,2,1,1,50,2,2,301
18,GALAŢI,"SPAŢIU ADMINISTRATIV",202,"MUNICIPIUL TECUCI",75203,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:20:39",1148,1148,0,488,478,0,10,1268,780,465,23,3,1,5,20,3,13,8,8,34,0,11,0,61,2,3,293
18,GALAŢI,"SPAŢIU ADMINISTRATIV",203,"MUNICIPIUL TECUCI",75203,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:11:43",954,954,0,494,482,0,12,1052,558,467,27,3,1,7,4,2,5,7,13,12,1,3,3,72,5,5,324
18,GALAŢI,"SPAŢIU ALIMENTAŢIE PUBLICĂ OBOR",184,"MUNICIPIUL TECUCI",75203,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:03:26",1528,1528,0,630,619,0,11,1692,1062,583,47,4,2,3,15,4,2,10,12,38,4,6,4,71,14,1,393
18,GALAŢI,"STAȚIE DE POMPARE APE UZATE S.C. APĂ-CANAL S.A.",73,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:58:57",480,480,0,186,174,0,12,530,344,179,7,1,0,8,16,1,8,3,6,8,3,3,1,23,1,16,81
18,GALAŢI,"UNIVERSITATEA ”DUNĂREA DE JOS” GALAȚI (UNIVERSITATEA GALAŢI)",37,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:48:00",1334,1334,0,546,488,0,58,1476,930,532,14,2,3,54,61,3,21,18,22,40,8,4,2,59,3,17,215
