precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DUBĂLARU EUGEN-IONUŢ-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","CARAGAŢĂ FLORIN-PARTIDUL LEGE EDUCAȚIE UNITATE-voturi","OANCEA SILVIU-FLORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PAVEL MARIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","GAE IONEL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","TELEHUZ DRAGOŞ-COSTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","PEIU GRIGORE-ADRIAN-PARTIDUL S.O.S. ROMÂNIA-voturi","COSTEA ADRIAN-PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
23,IALOMIŢA,"LICEUL TEORETIC ’’PAUL GEORGESCU’’",81,"ORAŞ ŢĂNDĂREI",92765,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:50:28",1166,1148,1,8,9,396,379,0,8,9,373,23,1300,904,17,1,47,248,9,39,10,2
23,IALOMIŢA,"LICEUL TEORETIC ’’PAUL GEORGESCU’’",82,"ORAŞ ŢĂNDĂREI",92765,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 20:34:51",846,834,2,6,4,334,324,0,6,4,322,12,900,566,42,0,36,156,16,60,8,4
23,IALOMIŢA,"LOCALUL GRUPULUI ŞCOLAR BORDUŞANI (ZONA „MOARĂ”)",116,BORDUŞANI,92989,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:08:01",1396,1385,4,7,0,565,558,0,7,0,533,32,1550,985,14,0,87,380,3,21,23,5
23,IALOMIŢA,"LOCALUL ŞCOLII CU CLASELE I- VIII CEGANI",117,BORDUŞANI,92989,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 15:34:47",1128,1111,0,8,9,535,518,0,8,9,511,24,1222,687,7,2,77,361,6,14,42,2
23,IALOMIŢA,"LOCALUL ŞCOLII VECHI DIN CENTRUL SATULUI",115,BORDUŞANI,92989,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 15:37:38",1377,1369,0,6,2,552,544,0,6,2,529,23,1500,948,23,3,74,388,2,13,25,1
23,IALOMIŢA,"MUZEUL NAȚIONAL AL AGRICULTURII",7,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 22:34:07",1448,1439,0,8,1,610,601,0,8,1,593,17,1600,990,55,26,60,273,16,139,13,11
23,IALOMIŢA,"PALATUL COPIILOR SLOBOZIA",22,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:18:51",1390,1377,2,11,0,649,638,0,11,0,632,17,1546,897,50,27,43,281,15,193,18,5
23,IALOMIŢA,"PALATUL COPIILOR SLOBOZIA",23,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:52:52",1148,1142,0,6,0,564,558,0,6,0,546,18,1250,686,72,25,27,225,20,168,5,4
23,IALOMIŢA,"PRIMARIA COCORA",130,COCORA,93209,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 10:54:33",787,762,1,2,22,538,514,0,2,22,510,28,852,314,81,3,25,356,13,13,19,0
23,IALOMIŢA,"PRIMĂRIA STELNICA",211,STELNICA,94492,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:05:19",1438,1400,0,0,38,885,847,0,0,38,856,29,1597,712,41,2,99,529,20,123,37,5
23,IALOMIŢA,"PROTOPOPIATUL FETEȘTI",39,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:52:10",1104,1094,0,10,0,432,422,0,10,0,411,21,1200,768,21,2,55,237,4,69,19,4
23,IALOMIŢA,"SALA DE SPORT",48,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:31:55",1215,1205,0,10,0,569,559,0,10,0,556,13,1328,759,37,5,38,361,15,72,22,6
23,IALOMIŢA,"SALĂ DE SPORT CLUB SPORTIV VICTORIA ȚĂNDĂREI",87,"ORAŞ ŢĂNDĂREI",92765,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 20:46:45",1618,1601,0,15,2,492,475,0,15,2,463,29,1850,1358,45,6,59,248,34,49,17,5
23,IALOMIŢA,"SALA DE SPORT DE LÂNGĂ PRIMARIA COMUNEI ADÂNCATA",89,ADÂNCATA,100754,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:56:11",1380,1275,0,71,34,1001,896,0,71,34,975,26,1452,451,16,6,79,547,8,286,28,5
23,IALOMIŢA,"SALĂ EDUCAȚIE FIZICĂ ȘCOLARĂ",184,OGRADA,179819,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:27:27",1096,1074,0,1,21,525,503,0,1,21,510,15,1208,683,13,7,81,349,3,22,34,1
23,IALOMIŢA,"SALĂ FESTIVITĂŢI",105,BALACIU,92907,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:12:22",228,227,0,1,0,125,124,0,1,0,113,12,252,127,7,0,16,59,2,27,0,2
23,IALOMIŢA,"S.C. DRUMURI ŞI PODURI IALOMIŢA",21,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:31:11",1682,1670,6,6,0,837,831,0,6,0,826,11,1846,1009,82,31,38,394,19,245,11,6
23,IALOMIŢA,"ŞCOALA CRUNŢI",194,REVIGA,94269,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:27:05",327,320,0,7,0,184,177,0,7,0,170,14,350,166,4,0,10,118,0,33,5,0
23,IALOMIŢA,"ŞCOALA CU CLASELE I – IV BUEŞTI",120,BUEŞTI,179793,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:11:45",803,753,0,21,29,579,529,0,21,29,575,4,859,280,2,0,4,564,1,4,0,0
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII, ”BARBU CATARGIU”, MAIA",167,MAIA,179800,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:40:37",1371,1194,0,113,64,1075,898,0,113,64,1041,34,1385,310,6,2,17,918,16,57,22,3
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII COLELIA",131,COLELIA,179971,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:09:34",849,778,1,2,68,523,453,0,2,68,514,9,934,411,3,0,27,442,2,24,15,1
23,IALOMIŢA,"SCOALA CU CLASELE I-VIII GARBOVI",148,GÂRBOVI,103283,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:49:28",1067,1026,0,34,7,643,602,0,34,7,615,28,1134,491,285,2,53,167,3,74,28,3
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII GÂRBOVI,",147,GÂRBOVI,103283,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:41:15",957,923,0,24,10,578,544,0,24,10,548,30,1025,447,236,5,50,151,4,72,27,3
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII GÂRBOVI,",146,GÂRBOVI,103283,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:02:45",962,928,3,26,5,549,518,0,26,5,520,29,1025,476,250,1,54,135,3,57,19,1
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII MOLDOVENI",177,MOLDOVENI,179999,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:11:56",948,814,0,111,23,689,555,0,111,23,676,13,914,225,9,0,112,513,3,25,14,0
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII, MOVILA",178,MOVILA,94081,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:03:05",1517,1467,2,3,45,814,767,0,3,44,775,39,1663,849,54,3,115,405,13,128,51,6
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII NR.3 DIN URZICENI",60,"MUNICIPIUL URZICENI",100683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:53:45",1268,1255,0,11,2,583,570,0,11,2,554,29,1400,817,49,8,35,205,9,188,55,5
23,IALOMIŢA,"SCOALA CU CLASELE I-VIII ROŞIORI",196,ROŞIORI,179828,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:25:47",914,833,1,19,61,726,646,0,19,61,709,17,987,261,12,0,121,353,5,202,15,1
23,IALOMIŢA,"ŞCOALA CU CLASELE I-VIII ROŞIORI",197,ROŞIORI,179828,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:59:52",649,594,0,16,39,522,467,0,16,39,502,20,700,178,8,0,92,243,1,144,14,0
23,IALOMIŢA,"ŞCOALA DIN SATUL SLĂTIOARELE",166,JILAVELE,103960,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:05:58",289,275,0,7,7,188,174,0,7,7,176,12,310,122,3,0,18,105,3,35,11,1
23,IALOMIŢA,"ŞCOALA GENERALĂ ADÂNCATA",90,ADÂNCATA,100754,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:24:06",579,548,0,28,3,374,343,0,28,3,359,15,600,226,8,2,57,212,0,58,21,1
23,IALOMIŢA,"SCOALA GENERALA ALEXANDRU ODOBESCU",64,"MUNICIPIUL URZICENI",100683,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:47:44",1076,1065,2,9,0,565,556,0,9,0,535,30,1200,635,77,11,32,207,14,139,51,4
23,IALOMIŢA,"ŞCOALA GENERALA ANDRĂŞEŞTI",95,ANDRĂŞEŞTI,92872,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:00:00",1413,1370,2,23,18,829,788,0,23,18,782,46,1500,670,46,4,76,276,7,335,26,12
23,IALOMIŢA,"ȘCOALA GENERALĂ ARMĂȘEȘTI",97,ARMĂŞEŞTI,100870,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:20:20",592,580,0,12,0,319,307,0,12,0,312,7,640,321,26,2,50,200,2,7,25,0
23,IALOMIŢA,"ŞCOALA GENERALĂ CIOCÂRLIA",121,CIOCÂRLIA,100709,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:58:40",624,578,0,28,18,415,369,0,28,18,402,13,661,246,7,2,0,318,2,57,14,2
23,IALOMIŢA,"ŞCOALA GENERALĂ COSERENI",135,COŞERENI,102240,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:17:09",1250,1229,0,11,10,863,842,0,11,10,816,47,1250,387,40,3,112,329,113,193,25,1
23,IALOMIŢA,"ŞCOALA GENERALĂ CU CLASELE I-IV FIRBINŢI DE JOS",78,"ORAŞ FIERBINŢI-TÂRG",102749,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:17:58",875,858,0,12,5,583,566,0,12,5,566,17,950,367,23,3,18,397,0,107,15,3
23,IALOMIŢA,"ŞCOALA GENERALĂ CU CLASELE I-IV FIRBINŢI DE SUS",79,"ORAŞ FIERBINŢI-TÂRG",102749,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 12:33:15",1487,1433,0,23,31,972,918,0,23,31,944,28,1673,701,48,1,41,641,7,182,21,3
23,IALOMIŢA,"ŞCOALA GENERALĂ CU CLASELE I-IV RĂSIMNICEA",192,RĂDULEŞTI,101243,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:19:06",231,197,0,30,4,156,122,0,30,4,148,8,221,65,1,0,9,119,2,14,2,1
23,IALOMIŢA,"ŞCOALA GENERALĂ GHEORGHE LAZĂR",151,"GHEORGHE LAZĂR",93628,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:23:51",1024,979,7,3,35,594,554,2,3,35,565,29,1120,526,4,2,58,438,2,40,20,1
23,IALOMIŢA,"ŞCOALA GENERALĂ GHEORGHE LAZĂR",152,"GHEORGHE LAZĂR",93628,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:22:30",760,722,0,8,30,460,422,0,8,30,441,19,838,378,7,2,54,331,10,23,11,3
23,IALOMIŢA,"ŞCOALA GENERALĂ ION HELIADE RADULESCU",66,"MUNICIPIUL URZICENI",100683,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:19:10",1376,1372,0,4,0,639,635,0,4,0,616,23,1550,911,63,6,57,258,5,156,65,6
23,IALOMIŢA,"ŞCOALA GENERALĂ ION HELIADE RADULESCU",67,"MUNICIPIUL URZICENI",100683,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:49:38",1148,1146,0,2,0,518,516,0,2,0,502,16,1300,782,59,8,36,231,5,109,47,7
23,IALOMIŢA,"ŞCOALA GENERALA LUCIU",160,"GURA IALOMIŢEI",180046,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:48:14",1065,1061,2,2,0,678,675,1,2,0,641,37,1104,426,5,0,166,239,13,202,12,4
23,IALOMIŢA,"ŞCOALA GENERALĂ MALU ROȘU",98,ARMĂŞEŞTI,100870,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:53:10",1092,1069,0,23,0,589,566,0,23,0,557,32,1173,584,63,1,50,400,2,8,30,3
23,IALOMIŢA,"ŞCOALA GENERALĂ NICOLEŞTI",175,MILOŞEŞTI,94045,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 11:01:05",308,302,0,0,6,178,172,0,0,6,166,12,400,222,1,1,2,143,1,8,9,1
23,IALOMIŢA,"ŞCOALA GENERALĂ NR. 1",181,MUNTENI-BUZĂU,94107,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:35:26",1456,1434,0,11,11,879,857,0,11,11,842,37,1600,721,55,8,150,409,2,201,14,3
23,IALOMIŢA,"ŞCOALA GENERALĂ NR. 2",182,MUNTENI-BUZĂU,94107,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 13:34:58",1222,1204,1,7,10,662,645,0,7,10,629,33,1327,665,49,0,148,296,3,96,28,9
23,IALOMIŢA,"ŞCOALA GENERALA TOVĂRĂŞIA",176,MILOŞEŞTI,94045,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 14:43:49",279,274,0,4,1,126,121,0,4,1,122,4,300,174,8,0,2,91,0,13,7,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ",113,BORĂNEŞTI,179784,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:01:58",566,551,0,7,8,401,386,0,7,8,384,17,620,219,47,0,38,103,8,177,6,5
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ",198,SĂLCIOARA,94330,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:20:28",859,792,1,27,39,661,595,0,27,39,642,19,900,239,10,2,191,366,2,62,9,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ",112,BORĂNEŞTI,179784,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:48:41",970,955,0,8,7,655,640,0,8,7,627,28,1060,405,39,4,66,68,4,427,17,2
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU ALDEA VOIEVOD” - CORP A (ȘCOALA NOUĂ)",93,ALEXENI,100852,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:25:54",871,798,1,28,44,609,537,0,28,44,583,26,929,320,13,0,21,251,3,280,14,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU ALDEA VOIEVOD” - CORP A (ȘCOALA NOUĂ)",94,ALEXENI,100852,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:39:45",1032,952,0,25,55,739,659,0,25,55,699,40,1100,361,12,1,38,353,2,271,21,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ” ALEXANDRU RĂDULESCU ” MĂRCULEŞTI",171,MĂRCULEŞTI,179980,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:16:48",1313,1260,1,22,30,838,786,0,22,30,798,40,1421,583,4,12,107,343,2,306,24,0
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”APOSTOL D. CULEA”",213,SUDIŢI,94535,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:04:18",852,816,0,18,18,660,624,0,18,18,627,15,914,254,13,4,33,294,5,253,23,2
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”APOSTOL D. CULEA”",212,SUDIŢI,94535,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:01:19",788,745,1,17,25,576,534,0,17,25,542,21,845,269,4,3,30,253,0,241,10,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”ARHIMANDRIT TEOFIL” BALACIU",103,BALACIU,92907,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:24:43",314,311,0,3,0,209,206,0,3,0,199,10,350,141,54,1,9,79,2,48,6,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”AUREL VLAICU”",45,"MUNICIPIUL FETEŞTI",92701,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:03:54",1013,1013,0,0,0,502,502,0,0,0,486,16,1100,598,14,4,47,332,17,45,22,5
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRBULEŞTI",107,BĂRBULEŞTI,180064,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:18:02",1124,1124,0,0,0,297,297,0,0,0,290,7,1250,953,0,0,1,278,2,2,5,2
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRBULEŞTI",109,BĂRBULEŞTI,180064,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:23:44",1322,1322,0,0,0,327,327,0,0,0,321,6,1495,1168,0,0,6,310,0,0,5,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRBULEŞTI",106,BĂRBULEŞTI,180064,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:25:22",1044,1044,0,0,0,290,290,0,0,0,283,7,1150,860,0,0,5,271,2,0,5,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRBULEŞTI",108,BĂRBULEŞTI,180064,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:59:51",1137,1137,0,0,0,311,311,0,0,0,301,10,1200,889,0,1,3,291,0,4,2,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRCĂNEŞTI-CORP A",110,BĂRCĂNEŞTI,101056,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:32:21",1268,1224,2,37,5,887,844,1,37,5,879,8,1350,463,86,0,49,601,4,108,30,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALÃ BORA",31,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:45:55",1028,1023,0,5,0,434,429,0,5,0,396,38,1150,716,6,17,32,155,6,166,11,3
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ BORA",30,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:03:06",762,747,0,15,0,319,304,0,15,0,310,9,850,531,8,10,23,119,12,129,9,0
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ CIOCHINA",122,CIOCHINA,93101,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:44:11",1201,1172,3,24,2,744,718,0,24,2,727,16,1300,557,4,7,45,282,81,285,18,5
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ CIULNIȚA",125,CIULNIŢA,93156,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:01:11",986,962,2,16,6,622,600,0,16,6,598,24,1053,431,15,28,56,274,6,197,13,9
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ COCORA",129,COCORA,93209,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:14:18",775,743,0,9,23,542,510,0,9,23,524,18,850,308,94,0,18,390,4,15,3,0
23,IALOMIŢA,"SCOALA GIMNAZIALA CONSTANTIN GURGU NR. 1",159,"GURA IALOMIŢEI",180046,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:00:38",949,943,0,4,2,657,651,0,4,2,641,16,1060,403,53,2,234,232,21,77,14,8
23,IALOMIŢA,"SCOALA GIMNAZIALA ”CONSTANTIN STEFAN”",91,ALBEŞTI,92783,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:21:36",503,479,0,0,24,300,276,0,0,24,284,16,550,250,7,0,39,208,4,13,12,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",54,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:47:07",937,932,1,4,0,409,405,0,4,0,392,17,1000,591,28,3,27,242,17,49,21,5
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",52,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:27:36",1184,1176,0,8,0,538,530,0,8,0,519,19,1300,762,18,5,23,383,13,41,27,9
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",53,"MUNICIPIUL FETEŞTI",92701,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:22:26",908,897,2,8,1,424,415,0,8,1,413,11,1000,576,32,6,36,256,7,58,14,4
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ DRIDU - CORP C1",138,DRIDU,102703,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:49:54",954,940,1,12,1,565,552,0,12,1,534,31,984,419,12,2,48,426,2,21,22,1
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ FĂCĂENI - CLĂDIRE C1",142,FĂCĂENI,93575,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:40:34",1185,1161,2,7,15,669,647,0,7,15,643,26,1300,631,62,3,284,236,5,30,20,3
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ FĂCĂENI - CLĂDIRE C2",143,FĂCĂENI,93575,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 08:18:49",1579,1547,0,13,19,821,789,0,13,19,775,46,1700,879,35,2,385,294,3,25,29,2
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ FĂCĂENI - CLĂDIRE C3",144,FĂCĂENI,93575,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:38:59",912,888,2,9,13,519,496,1,9,13,500,19,1000,481,46,4,246,170,5,13,13,3
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”GEORGE VÂLSAN”",72,"ORAŞ AMARA",92836,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 23:17:29",1373,1363,0,5,5,697,687,0,5,5,673,22,1500,797,58,6,142,265,10,168,18,6
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”GEORGE VÂLSAN”",73,"ORAŞ AMARA",92836,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 23:45:47",1414,1406,0,4,4,712,704,0,4,4,689,23,1164,452,44,11,117,287,10,191,21,8
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”GEORGE VÂLSAN”- CORP C1",74,"ORAŞ AMARA",92836,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 00:35:57",1456,1450,0,5,1,727,721,0,5,1,707,20,1609,882,45,6,165,270,12,182,24,3
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ GHEORGHE DOJA SITUATĂ ÎN GHEORGHE DOJA",150,"GHEORGHE DOJA",93600,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:46:43",1063,1016,0,4,43,635,588,0,4,43,603,32,1172,537,19,6,32,470,3,57,15,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ GHEORGHE DOJA SITUATĂ ÎN GHEORGHE DOJA",149,"GHEORGHE DOJA",93600,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:08:10",1012,958,0,4,50,604,550,0,4,50,590,14,1116,512,3,5,34,464,9,61,12,2
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”GHEORGHE LAZĂR”",16,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 22:40:34",1371,1357,1,5,8,568,555,0,5,8,549,19,1500,932,26,35,80,221,19,132,27,9
23,IALOMIŢA,"ŞCOALA GIMNAZIALÃ ”GHEORGHE LAZĂR”",15,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:51",1472,1465,0,7,0,643,636,0,7,0,618,25,1600,957,42,60,47,279,26,139,18,7
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ GIURGENI",153,GIURGENI,93646,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:12:16",1089,1020,0,5,64,737,668,0,5,64,726,11,1189,452,39,0,62,455,21,106,37,6
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”IONEL PERLEA” OGRADA",183,OGRADA,179819,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:54:18",1179,1160,1,0,18,565,547,0,0,18,544,21,1300,735,10,11,73,393,3,27,27,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALA ION ROATA",161,"ION ROATĂ",103862,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:24:18",868,856,0,8,4,502,490,0,8,4,472,30,957,455,43,8,78,194,15,102,24,8
23,IALOMIŢA,"ŞCOALA GIMNAZIALA ION ROATA(STRUCTURA BROSTENI)",163,"ION ROATĂ",103862,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:33:54",1178,1175,0,0,3,660,657,0,0,3,560,100,1300,640,34,14,145,235,18,56,49,9
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ MIHAIL KOGĂLNICEANU",173,"MIHAIL KOGĂLNICEANU",93995,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:47:02",1233,1198,1,8,26,802,767,1,8,26,734,68,1350,548,60,11,69,381,69,102,30,12
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” - CORP A",35,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:36:28",1423,1418,0,5,0,521,516,0,5,0,503,18,1550,1029,14,3,67,316,6,50,42,5
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” - CORP B",37,"MUNICIPIUL FETEŞTI",92701,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:42:55",962,953,0,8,1,418,409,0,8,1,407,11,1050,632,9,1,42,255,4,66,28,2
