precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3, FURCULEȘTI",78,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:49:35",1294,1264,1,20,9,807,778,0,20,9,770,37,1400,593,302,80,34,41,313
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 SILIȘTEA MICĂ (FOST LOCAL AL ȘCOLII CU CLASELE I-IV SILIȘTEA MICĂ)",284,SILIŞTEA,154228,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:54:59",259,250,0,4,5,168,159,0,4,5,163,5,270,102,90,12,10,11,40
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR.3 VALEA PĂRULUI",207,MÂRZĂNEŞTI,153339,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:40:21",679,601,0,46,32,585,507,0,46,32,438,24,650,143,204,24,23,8,179
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 4, FOTĂCHEȘTI",77,"ORAŞ VIDELE",151905,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:00:40",901,892,0,8,1,522,513,0,8,1,484,38,980,458,182,57,25,19,201
36,TELEORMAN,"GRĂDINITA CU PROGRAM NORMAL NR.5",48,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:31:11",1332,1325,1,4,2,492,486,0,4,2,468,24,1460,968,226,62,14,130,36
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR.5",49,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:14:10",1030,1018,0,7,5,459,447,0,7,5,433,26,1120,661,210,59,10,110,44
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 5, CARTOJANCA",79,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:34:43",651,639,0,10,2,467,455,0,10,2,420,47,702,235,176,66,34,22,122
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR. 6",55,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:49",964,957,0,4,3,372,365,0,4,3,362,10,1050,678,164,47,9,111,31
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 6, PARISEȘTI",81,"ORAŞ VIDELE",151905,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:33:00",464,458,0,5,1,338,332,0,5,1,312,24,500,164,99,40,29,15,129
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 7, COȘOAIA",82,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:24:43",275,258,0,14,3,176,159,0,14,3,159,17,285,109,47,23,3,27,59
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NUMĂRUL 1 LUNCA",195,LUNCA,153151,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:16:22",574,540,0,11,23,398,364,0,11,23,378,20,590,192,230,116,6,10,16
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL PERETU",233,PERETU,153543,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:48:03",998,998,0,0,0,574,574,0,0,0,542,32,1100,526,284,34,10,19,195
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL PERETU",232,PERETU,153543,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 10:48:04",1308,1302,0,5,1,785,779,0,5,1,720,65,1430,645,405,51,33,11,220
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL PIATRA",235,PIATRA,153561,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:46:57",702,639,0,56,7,546,483,0,56,7,514,22,750,214,274,67,24,8,141
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL SUHAIA",296,SUHAIA,154460,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:11:23",943,853,1,58,31,712,622,1,58,31,682,30,940,228,163,29,11,9,470
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL VOIEVODA",179,FURCULEŞTI,152948,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 11:30:19",506,466,0,27,13,318,292,0,13,13,303,8,510,192,175,17,7,4,100
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1",62,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:15:58",836,829,0,5,2,255,248,0,5,2,244,11,910,655,166,19,8,10,41
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1",39,"MUNICIPIUL ROŞIORI DE VEDE",151870,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:47:56",987,981,0,3,3,396,390,0,3,3,382,14,1080,684,178,45,14,100,45
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.1",63,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:25:25",1170,1162,2,6,0,327,321,0,6,0,302,25,1280,953,186,35,12,13,56
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.4",31,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:29:23",1179,1169,1,9,0,421,412,0,9,0,402,19,1340,919,220,51,21,27,83
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.4",32,"MUNICIPIUL ALEXANDRIA",151790,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:19:30",1390,1375,2,13,0,504,491,0,13,0,483,21,1527,1023,272,58,28,21,104
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.5",70,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:57",973,961,1,11,0,385,374,0,11,0,365,20,1050,665,200,31,23,25,86
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.5, NIVEL ȘCOLARIZARE PRE PP",88,"ORAŞ ZIMNICEA",151978,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:43:36",1214,1186,2,11,15,573,547,0,11,15,555,18,1310,737,143,42,22,21,327
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.5, NIVEL ȘCOLARIZARE PRE PP",89,"ORAŞ ZIMNICEA",151978,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:52:19",1090,1064,0,6,20,522,496,0,6,20,506,16,1170,648,322,57,14,23,90
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.7",59,"MUNICIPIUL TURNU MĂGURELE",151683,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:43:56",1634,1628,0,5,1,620,614,0,5,1,597,22,1800,1181,352,62,38,47,98
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.7",14,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:45:55",973,965,0,7,1,465,457,0,7,1,451,14,1120,655,236,36,9,40,130
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.7",15,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:39:48",994,985,0,8,1,449,440,0,8,1,433,16,1100,651,219,44,14,41,115
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.8",34,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:42:52",1201,1190,0,11,0,241,230,0,11,0,212,29,1310,1069,139,19,6,2,46
36,TELEORMAN,"GRĂDINIŢA DE COPII",271,SCRIOAŞTEA,154013,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:18:41",594,567,0,10,17,391,364,0,10,17,384,7,620,229,343,14,8,1,18
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL NR. 1 BECIU",96,BECIU,155083,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:02",737,691,1,26,19,560,514,1,26,19,532,28,770,209,404,12,13,8,95
36,TELEORMAN,"GRĂDINIȚA DE COPII CU PROGRAM NORMAL NR.1 CĂLMĂȚUIU DE SUS",132,"CĂLMĂŢUIU DE SUS",152467,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:04:23",630,590,0,11,29,448,409,0,10,29,420,28,650,202,190,12,5,6,207
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL NR.1 SEGARCEA-VALE",278,SEGARCEA-VALE,154184,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:04:18",746,726,0,9,11,481,461,0,9,11,451,30,800,319,234,19,12,5,181
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL NR.2 SMÂRDAN",97,BECIU,155083,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:57",450,427,0,16,7,347,324,0,16,7,333,14,480,133,252,13,6,3,59
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL NR.2 ULMENI",105,BOGDANA,152127,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:44:35",519,486,0,9,24,405,372,0,9,24,381,1,540,158,131,23,14,5,208
36,TELEORMAN,"GRĂDINIȚA DE COPII CU PROGRAM NORMAL NR. 3 IONAȘCU",134,"CĂLMĂŢUIU DE SUS",152467,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:57:20",290,264,0,8,18,221,195,0,8,18,200,21,290,69,69,3,6,4,118
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL NR.3 OLTEANCA",279,SEGARCEA-VALE,154184,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:03",680,655,0,25,0,471,446,0,25,0,443,28,720,249,129,23,5,6,280
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL SERICU COMUNA BLEJEŞTI",103,BLEJEŞTI,152083,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:47:46",318,305,0,11,2,216,203,0,11,2,212,4,340,124,164,27,7,2,12
36,TELEORMAN,"GRĂDINIŢA DE COPII IZVOARELE",188,IZVOARELE,153106,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:45:14",1062,1029,0,5,28,664,631,0,5,28,641,23,1130,466,458,46,26,15,96
36,TELEORMAN,"GRĂDINIŢA DE COPII IZVOARELE",189,IZVOARELE,153106,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:22:29",866,845,0,7,14,525,504,0,7,14,508,17,930,405,332,35,15,13,113
36,TELEORMAN,"GRĂDINIŢA NEGRENII DE SUS",302,"TĂTĂRĂŞTII DE JOS",154585,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:37:44",612,597,0,15,0,347,332,0,15,0,280,52,660,328,191,7,16,22,44
36,TELEORMAN,"GRĂDINIŢA PLEAŞOV",261,SAELELE,155145,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:09:35",645,606,0,9,30,400,361,0,9,30,380,20,670,270,328,14,6,7,25
36,TELEORMAN,"GRĂDINIŢA VÂNĂTORI",191,LISA,153124,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:37:18",521,476,1,8,36,358,313,1,8,36,351,7,520,162,74,1,3,4,269
36,TELEORMAN,"GRᾸDINIṬA CU PROGRAM NORMAL NR.2",310,TRIVALEA-MOŞTENI,154754,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:21:41",832,701,0,74,57,580,452,0,74,54,543,37,770,190,120,123,14,18,268
36,TELEORMAN,"GRᾸDINIṬA TRIVALEA-SAT (FOSTA)",308,TRIVALEA-MOŞTENI,154754,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:08:37",807,706,0,55,46,584,483,0,55,46,548,36,770,186,278,135,10,6,119
36,TELEORMAN,"LICEUL PEDAGOGIC ”MIRCEA SCARLAT”",12,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:15:34",1169,1142,1,18,8,556,529,1,18,8,537,19,1250,694,286,42,15,38,156
36,TELEORMAN,"LICEUL TEHNOLOGIC DRĂGĂNEŞTI VLAŞCA",167,DRĂGĂNEŞTI-VLAŞCA,152902,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:25:35",1759,1563,0,104,92,997,806,0,104,87,993,4,1760,763,949,23,4,7,10
36,TELEORMAN,"LICEUL TEHNOLOGIC ”EMIL RACOVIŢĂ”",50,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:07:51",1262,1235,2,7,18,492,467,0,7,18,464,28,1360,868,210,58,7,125,64
36,TELEORMAN,"LICEUL TEHNOLOGIC ”GENERAL DAVID PRAPORGESCU”",60,"MUNICIPIUL TURNU MĂGURELE",151683,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:33:11",1288,1286,0,2,0,492,490,0,2,0,480,12,1420,928,269,54,29,34,94
36,TELEORMAN,"LICEUL TEHNOLOGIC ”GENERAL DAVID PRAPORGESCU”",61,"MUNICIPIUL TURNU MĂGURELE",151683,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:31:07",971,967,0,4,0,333,329,0,4,0,314,19,1070,737,178,43,16,24,53
36,TELEORMAN,"LICEUL TEHNOLOGIC ”NICOLAE BĂLCESCU”",6,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:56:19",1383,1369,2,10,2,679,667,0,10,2,649,30,1510,831,389,41,27,38,154
36,TELEORMAN,"LICEUL TEHNOLOGIC ”NICOLAE BĂLCESCU”",7,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:47:00",1035,1022,0,13,0,455,442,0,13,0,451,4,1130,675,216,33,10,43,149
36,TELEORMAN,"LICEUL TEHNOLOGIC ”SF. HARALAMBIE”",68,"MUNICIPIUL TURNU MĂGURELE",151683,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:31:35",1499,1489,0,8,2,621,611,0,8,2,578,26,1640,1036,299,46,31,58,144
36,TELEORMAN,"LICEUL TEHNOLOGIC ”VIRGIL MADGEARU”",54,"MUNICIPIUL ROŞIORI DE VEDE",151870,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 03:27:33",1096,1085,2,7,2,432,424,0,6,2,409,21,1200,770,198,55,11,110,35
36,TELEORMAN,"LICEUL TEORETIC",75,"ORAŞ VIDELE",151905,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:21:58",1379,1356,4,18,1,824,805,0,18,1,790,32,1490,668,313,86,32,68,291
36,TELEORMAN,"LICEUL TEORETIC ”C. NOICA”",10,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:34",1243,1239,0,4,0,538,534,0,4,0,514,24,1370,832,250,44,19,56,145
36,TELEORMAN,"LICEUL TEORETIC ”C. NOICA”",11,"MUNICIPIUL ALEXANDRIA",151790,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:47:01",966,954,3,7,2,459,450,0,7,2,443,16,1050,591,215,34,11,55,128
36,TELEORMAN,"LICEUL TEORETIC ”MARIN PREDA”",69,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:35:49",1096,1082,1,3,10,448,434,1,3,10,425,23,1220,772,261,34,17,28,85
36,TELEORMAN,"LOCALUL CĂMINULUI CULTURAL DIN SATUL BĂNEASA",263,SALCIA,153936,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:41:15",714,624,0,52,38,482,392,0,52,38,468,14,690,208,335,73,3,11,46
36,TELEORMAN,"LOCALUL CĂMINULUI CULTURAL DIN SATUL TUDOR VLADIMIRESCU",264,SALCIA,153936,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:13:41",547,502,0,13,32,366,321,0,13,32,354,12,590,224,261,51,3,7,32
36,TELEORMAN,"LOCALUL CĂMINULUI CULTURAL SALCIA",262,SALCIA,153936,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:41",723,688,0,10,25,386,351,0,10,25,370,16,760,374,192,62,14,18,84
36,TELEORMAN,"LOCALUL CĂMINULUI CULTURAL SFINŢEŞTI",281,SFINŢEŞTI,154166,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:22:10",921,814,0,54,53,668,561,0,54,53,638,30,890,222,423,8,8,21,178
36,TELEORMAN,"LOCALUL CĂMINULUI CULTURAL UDA CLOCOCIOV",318,UDA-CLOCOCIOV,155154,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:34:59",631,538,0,47,46,424,331,0,47,46,405,19,595,171,299,10,6,3,87
36,TELEORMAN,"LOCALUL GRĂDINIŢEI CLĂNIŢA",173,FRĂSINET,155127,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:25:23",514,489,0,12,13,385,360,0,12,13,369,16,550,165,239,33,0,7,90
36,TELEORMAN,"LOCALUL ŞCOLII CU CLASELE I-IV ALBENI",274,"SCURTU MARE",154068,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:23:58",151,124,0,7,20,97,70,0,7,20,90,7,130,33,40,16,0,6,28
36,TELEORMAN,"LOCALUL ŞCOLII CU CLASELE I-IV DRACESTI",275,"SCURTU MARE",154068,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:08:28",305,244,0,42,19,242,181,0,42,19,228,12,280,38,92,47,1,5,83
36,TELEORMAN,"LOCALUL ŞCOLII CU CLASELE I-IV NECŞEŞTI",216,NECŞEŞTI,153437,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:01:05",415,381,0,19,15,268,234,0,19,15,265,3,440,172,244,6,4,2,9
36,TELEORMAN,"LOCALUL ŞCOLII CU CLASELE I-VIII GÂRDEŞTI",217,NECŞEŞTI,153437,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:43:44",351,327,0,7,17,215,191,0,7,17,204,11,377,11,184,8,10,0,2
36,TELEORMAN,"LOCALUL ŞCOLII CU CLASELE I-VIII SEGARCEA DEAL",280,SEGARCEA-VALE,154184,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 20:27:30",880,827,1,7,45,556,507,1,7,41,519,21,910,370,240,22,7,5,245
36,TELEORMAN,"LOCALUL ŞCOLII CU CLASELE I – VIII UDA PACIUREA",319,UDA-CLOCOCIOV,155154,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:19:35",604,531,0,32,41,377,304,0,32,41,348,29,585,208,236,18,9,7,78
36,TELEORMAN,"LOCALUL ŞCOLII GENERALE CU CLASELE I – VIII SCURTU MARE",273,"SCURTU MARE",154068,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:58:19",906,755,1,82,68,754,604,0,82,68,685,29,830,100,333,266,25,21,40
36,TELEORMAN,"LOCALUL ŞCOLII GIMNAZIALE FRĂSINET",172,FRĂSINET,155127,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:32:07",1384,1333,1,15,35,1017,966,1,15,35,1007,10,1510,493,628,48,30,9,292
36,TELEORMAN,"LOCALUL ŞCOLII GIMNAZIALE SÂRBENII DE JOS",267,SÂRBENI,154308,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 22:25:44",251,186,0,61,4,198,133,0,61,4,191,4,240,45,132,10,9,21,19
36,TELEORMAN,"MUZEUL DE ISTORIE",43,"MUNICIPIUL ROŞIORI DE VEDE",151870,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:20:44",989,980,0,7,2,415,406,0,7,2,402,13,1080,665,190,38,17,110,47
36,TELEORMAN,"PRIMĂRIA LISA",190,LISA,153124,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:11",1279,1184,0,14,81,771,676,0,14,81,758,13,1300,529,119,10,7,2,620
36,TELEORMAN,"PRIMĂRIA VECHE",112,BRAGADIRU,152234,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:54:23",1022,956,0,4,62,603,537,0,4,62,577,26,1050,447,462,67,10,12,26
36,TELEORMAN,"PROPRIETATE PRIVATĂ (PERSOANĂ FIZICĂ)",213,NANOV,151816,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:15:26",1398,1346,0,43,9,953,901,0,43,9,925,28,1480,527,393,26,18,7,481
36,TELEORMAN,"SALA DE PROTOCOL PRIMĂRIA COMUNEI PIATRA",236,PIATRA,153561,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:03:13",821,767,1,36,17,543,490,0,36,17,512,24,840,304,327,67,19,10,89
36,TELEORMAN,"SALA POLIVALENTĂ",16,"MUNICIPIUL ALEXANDRIA",151790,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:31:15",1364,1349,4,9,2,582,571,0,9,2,559,23,1530,948,315,51,23,31,139
36,TELEORMAN,"SALA POLIVALENTĂ",17,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:38:19",1118,1096,4,15,3,507,489,0,15,3,489,18,1210,703,283,56,15,36,99
36,TELEORMAN,"ȘCOALA AJUTĂTOARE ALEXANDRIA",1,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:58:53",1459,1442,4,8,5,675,662,0,8,5,656,19,1600,925,327,41,23,51,214
36,TELEORMAN,"ŞCOALA BALDOVINEŞTI",139,CIOLĂNEŞTI,152528,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 10:45:48",360,342,0,7,11,224,206,0,7,11,211,13,376,152,90,18,6,7,90
36,TELEORMAN,"ȘCOALA CU CLASELE I-IV",315,ŢIGĂNEŞTI,154834,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 09:49:42",794,776,0,1,17,794,776,0,1,17,762,20,1485,703,689,0,13,6,54
36,TELEORMAN,"ȘCOALA CU CLASELE I - IV ALBEȘTI",324,VEDEA,154852,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:30:20",483,465,0,0,18,327,309,0,0,18,311,16,535,208,291,4,3,3,10
36,TELEORMAN,"ȘCOALA CU CLASELE I-IV COMOARA",169,DRĂGĂNEŞTI-VLAŞCA,152902,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:35:32",286,232,0,34,20,242,188,0,34,20,240,2,310,68,234,1,0,0,5
36,TELEORMAN,"ȘCOALA CU CLASELE I -IV COȘOTENI",325,VEDEA,154852,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:20:53",423,413,0,3,7,244,234,0,3,7,241,3,465,221,199,20,6,2,14
36,TELEORMAN,"ŞCOALA CU CLASELE I-IV DRĂCŞENEI",162,DRĂCŞENEI,152797,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:44:50",527,478,0,9,40,371,322,0,9,40,349,22,570,199,280,11,2,7,49
36,TELEORMAN,"ȘCOALA CU CLASELE I-IV ”MĂGURA”",286,SILIŞTEA-GUMEŞTI,154282,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:03:48",737,690,0,14,33,493,446,0,14,33,466,27,800,306,160,157,6,32,111
36,TELEORMAN,"ŞCOALA CU CLASELE I – IV MERI",327,VEDEA,154852,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:51",372,367,0,0,5,250,245,0,0,5,243,7,405,155,215,6,8,5,9
36,TELEORMAN,"ŞCOALA CU CLASELE I-IV ODOBEASCA",164,DRĂCŞENEI,152797,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:39",414,389,0,3,22,288,263,0,3,22,263,25,450,162,145,17,4,10,87
36,TELEORMAN,"ŞCOALA CU CLASELE I-IV PRUNARU",118,BUJORENI,152270,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:50:13",342,321,1,16,4,150,130,0,16,4,145,5,350,200,109,6,3,5,22
36,TELEORMAN,"ŞCOALA CU CLASELE I-IV TUNARI",110,BOTOROAGA,152172,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:32:46",157,135,0,17,5,135,113,0,17,5,118,5,150,27,55,1,1,0,61
36,TELEORMAN,"ȘCOALA CU CLASELE I - IV VĂCENI",170,DRĂGĂNEŞTI-VLAŞCA,152902,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:15:08",182,164,0,9,9,110,92,0,9,9,107,3,190,80,90,9,0,2,6
36,TELEORMAN,"SCOALA CU CLASELE I-VIII ” BADEA NEGREANU ”",298,ŞTOROBĂNEASA,154497,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:42:49",1031,969,0,25,37,712,687,0,25,0,672,40,1110,398,326,270,22,13,41
36,TELEORMAN,"ŞCOALA CU CLASELE I – VIII DULCEANCA",326,VEDEA,154852,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:55:31",429,420,0,2,7,269,260,0,2,7,268,1,470,201,232,3,11,3,19
36,TELEORMAN,"ŞCOALA CU CLASELE I - VIII SPĂTĂREI",178,FURCULEŞTI,152948,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:43:32",772,716,0,31,25,560,504,0,31,25,522,36,820,262,183,26,12,10,291
36,TELEORMAN,"ȘCOALA DE ȘOFERI AMATORI",33,"MUNICIPIUL ALEXANDRIA",151790,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:09:00",1418,1403,0,11,4,568,553,0,11,4,521,47,1550,982,342,41,28,14,96
36,TELEORMAN,"ȘCOALA GENARALĂ NR. 2",312,TROIANUL,154790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:56:31",783,713,0,35,35,527,466,0,35,26,457,70,825,298,254,37,32,78,56
36,TELEORMAN,"ȘCOALA GENERALĂ",314,TROIANUL,154790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:54:10",162,143,0,13,6,109,90,0,13,6,96,13,159,50,76,6,2,7,5
36,TELEORMAN,"ŞCOALA GENERALĂ MOLDOVENI",187,ISLAZ,151736,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:35:31",698,681,0,7,10,422,405,0,7,10,407,15,750,328,224,14,11,22,136
