precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
1,ALBA,"PRIMĂRIA COMUNEI IGHIU",277,IGHIU,4927,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:07:08",1243,1228,1,11,3,771,757,0,11,3,747,24,1369,598,1,22,59,366,67,19,213
1,ALBA,"PRIMĂRIA COMUNEI NOȘLAC",327,NOŞLAC,6048,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:20:10",976,960,1,9,6,544,529,0,9,6,521,23,1040,496,1,12,40,246,31,53,138
1,ALBA,"PRIMĂRIA COMUNEI POIANA VADULUI",342,"POIANA VADULUI",6271,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:20:50",870,817,0,30,23,652,599,0,30,23,616,36,900,248,0,26,99,240,25,7,219
1,ALBA,"PRIMARIA COMUNEI PONOR",343,PONOR,6397,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:27:05",377,334,0,34,9,286,243,0,34,9,268,18,365,79,0,9,76,136,2,5,40
1,ALBA,"PRIMĂRIA COMUNEI RÎMEŢ",353,RÂMEŢ,6627,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:59:52",214,166,1,43,4,180,132,1,43,4,170,10,220,40,1,5,18,77,3,1,65
1,ALBA,"PRIMARIA COMUNEI ROȘIA MONTANĂ",362,"ROŞIA MONTANĂ",6761,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:55:15",596,578,0,14,4,430,412,0,14,4,412,18,672,242,6,7,100,147,39,5,108
1,ALBA,"PRIMĂRIA COMUNEI SÂNTIMBRU",382,SÂNTIMBRU,7384,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:53:11",742,728,0,3,11,435,421,0,3,11,426,9,792,357,1,24,57,237,15,2,90
1,ALBA,"PRIMĂRIA COMUNEI ŞUGAG",414,ŞUGAG,8014,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:00:19",1390,1372,4,9,5,922,908,0,9,5,883,39,1526,604,1,26,90,454,104,10,198
1,ALBA,"PRIMĂRIA COMUNEI VIDRA",431,VIDRA,8425,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:26:10",308,295,0,10,3,218,205,0,10,3,207,11,332,114,2,0,29,52,18,2,104
1,ALBA,"PRIMĂRIA DAIA ROMÂNĂ",244,"DAIA ROMÂNĂ",4240,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:21:06",1274,1258,0,8,8,798,782,0,8,8,756,42,1393,595,3,16,62,514,37,14,110
1,ALBA,"PRIMĂRIA DAIA ROMÂNĂ",245,"DAIA ROMÂNĂ",4240,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:57",1301,1282,0,3,16,761,742,0,3,16,708,53,1400,639,3,9,46,493,34,2,121
1,ALBA,"PRIMĂRIA LOPADEA NOUĂ",296,"LOPADEA NOUĂ",5210,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:46:25",842,813,1,6,22,658,629,1,6,22,621,37,896,238,0,3,1,101,1,471,44
1,ALBA,"PRIMĂRIA ORAŞULUI CÂMPENI",124,"ORAŞ CÂMPENI",1455,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:23:40",1220,1210,1,7,2,732,723,0,7,2,695,37,1332,600,8,60,67,300,42,9,209
1,ALBA,"PRIMĂRIA ROŞIA DE SECAŞ",359,"ROŞIA DE SECAŞ",6930,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 09:45:03",616,568,3,23,22,409,363,1,23,22,393,16,650,241,35,4,81,118,4,6,145
1,ALBA,"PRIMĂRIA VALEA LUNGĂ",426,"VALEA LUNGĂ",8354,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:51:41",1629,1570,1,21,37,987,929,0,21,37,926,61,1703,716,4,18,422,292,11,33,146
1,ALBA,"REFUGIU TURISTIC VALEA BARNII",326,MOGOŞ,5826,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:00:22",121,106,0,11,4,82,67,0,11,4,75,7,125,43,0,2,3,34,1,1,34
1,ALBA,"SALA DE FESTIVITĂŢI DIN SÎNCRAI",75,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:01:01",556,550,0,2,4,291,285,0,2,4,283,8,605,314,2,12,18,52,11,60,128
1,ALBA,"SALA DE FESTIVITĂŢI MESENTEA",257,"GALDA DE JOS",4366,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:23:02",237,221,0,14,2,147,131,0,14,2,146,1,250,103,2,6,16,81,13,1,27
1,ALBA,"SALA DE ÎNTRUNIRI",242,CRICĂU,4142,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:37:00",334,305,2,6,21,230,203,0,6,21,223,7,342,112,1,1,13,165,5,4,34
1,ALBA,"SALA MULTIFUNCȚIONALĂ BIIA",407,ŞONA,7865,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:14:58",955,907,0,0,48,657,609,0,0,48,629,28,1050,393,6,17,33,426,15,45,87
1,ALBA,"SALA PAROHIALĂ SIBIŞENI",436,"VINŢU DE JOS",8826,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:39",599,590,0,8,1,312,303,0,8,1,298,14,619,307,2,14,61,113,18,6,84
1,ALBA,"SC HIDROCONSTRUCȚIA SA SEBEȘ PUNCT DE LUCRU SAT LAZURI",395,SOHODOL,7446,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:49:38",188,183,0,5,0,121,116,0,5,0,115,6,201,80,0,5,15,51,6,1,37
1,ALBA,"ȘCOALA CU CLASELE I-IV - CORNA",365,"ROŞIA MONTANĂ",6761,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:29",111,105,0,6,0,83,77,0,6,0,81,2,120,37,1,5,13,30,6,0,26
1,ALBA,"ȘCOALA CU CLASELE I-IV DEALU GEOAGIULUI",284,ÎNTREGALDE,4981,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:15:49",90,83,0,4,3,61,54,0,4,3,59,2,86,25,0,1,8,34,0,1,15
1,ALBA,"ȘCOALA CU CLASELE I-IV GHIONCANI",285,ÎNTREGALDE,4981,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:46:27",53,48,0,4,1,40,35,0,4,1,38,2,50,10,0,1,0,27,2,1,7
1,ALBA,"ŞCOALA CU CLASELE I-IV - GURA ROȘIEI",363,"ROŞIA MONTANĂ",6761,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:24:23",605,597,0,4,4,479,471,0,4,4,410,69,690,211,2,12,172,114,21,7,82
1,ALBA,"ȘCOALA CU CLASELE I-IV - LUNCA",346,POŞAGA,6468,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:56:07",124,93,0,27,4,100,69,0,27,4,93,7,110,10,0,6,5,37,10,4,31
1,ALBA,"ȘCOALA CU CLASELE I-IV - ORĂȘTI",347,POŞAGA,6468,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 10:36:02",98,83,0,12,3,84,69,0,12,3,82,2,97,13,2,0,8,35,5,2,30
1,ALBA,"ŞCOALA CU CLASELE I-IV RĂCĂTĂU",211,BLANDIANA,3397,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:54:58",33,26,0,5,2,31,24,0,5,2,28,3,37,6,0,0,0,22,1,0,5
1,ALBA,"ŞCOALA CU CLASELE I-IV, SAT BUTEŞTI",325,MOGOŞ,5826,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:10:39",46,40,0,5,1,34,28,0,5,1,31,3,45,11,0,1,8,11,1,0,10
1,ALBA,"ŞCOALA CU CLASELE I-IV - VÎRTOP",366,"ROŞIA MONTANĂ",6761,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:34:36",179,169,0,10,0,142,132,0,10,0,138,4,190,48,0,6,25,48,15,3,41
1,ALBA,"ŞCOALA GENERALĂ CISTEIU DE MUREŞ",163,"ORAŞ OCNA MUREŞ",1794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:55",553,547,0,6,0,224,218,0,6,0,213,11,600,376,0,8,45,80,9,15,56
1,ALBA,"SCOALA GENERALA CRĂCIUNELU DE SUS",227,"CETATEA DE BALTĂ",3958,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:54:55",58,45,0,9,4,46,33,0,9,4,44,2,54,8,1,0,1,37,0,2,3
1,ALBA,"ŞCOALA GENERALĂ CU CLASELE I-VIII",117,"ORAŞ BAIA DE ARIEŞ",2915,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:47:57",903,850,1,24,28,532,480,0,24,28,500,32,970,438,13,19,209,132,11,10,106
1,ALBA,"ŞCOALA GENERALĂ CU CLASELE I-VIII",118,"ORAŞ BAIA DE ARIEŞ",2915,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:40:49",786,776,0,5,5,376,366,0,5,5,367,9,853,477,13,12,179,67,21,2,73
1,ALBA,"ŞCOALA GENERALĂ CUNŢA",411,ŞPRING,7945,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:15:47",481,467,1,5,8,322,309,0,5,8,309,13,510,188,0,5,12,147,35,10,100
1,ALBA,"SCOALA GENERALA SÎNTĂMĂRIE",228,"CETATEA DE BALTĂ",3958,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:34:55",240,227,0,7,6,129,116,0,7,6,119,10,260,131,0,7,12,51,3,42,4
1,ALBA,"ŞCOALA GIMNAZIALĂ AMPOIŢA",310,METEŞ,5577,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:28",608,589,1,9,9,396,377,1,9,9,385,11,680,284,3,7,25,273,10,4,63
1,ALBA,"ŞCOALA GIMNAZIALĂ ”ARON COTRUŞ” CERGĂU MARE",221,CERGĂU,3805,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:26",787,759,2,2,24,589,563,0,2,24,557,32,870,281,7,21,15,325,77,7,105
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AUGUSTIN BENA” PIANU DE JOS",338,PIANU,6217,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:01:46",1127,1089,3,5,30,649,614,0,5,30,622,27,1227,578,1,20,97,325,36,3,140
1,ALBA,"ŞCOALA GIMNAZIALĂ „AVRAM IANCU”",4,"MUNICIPIUL ALBA IULIA",1017,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 10:26:20",1247,1240,0,6,1,636,629,0,6,1,611,25,1400,764,7,20,75,284,67,15,143
1,ALBA,"ŞCOALA GIMNAZIALĂ „AVRAM IANCU”",5,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:18:36",959,945,5,9,0,469,460,0,9,0,451,18,1100,631,5,19,71,192,59,4,101
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU” ABRUD",113,"ORAŞ ABRUD",1151,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:30:20",1112,1080,0,26,6,710,678,0,26,6,681,29,1225,515,7,28,64,196,23,9,354
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU” GRADINIȚA CU PROGRAM NORMAL NR. 1 ABRUD",114,"ORAŞ ABRUD",1151,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:39:54",1073,1037,1,22,13,671,636,0,22,13,662,9,1225,554,5,15,58,199,28,25,332
1,ALBA,"ȘCOALA GIMNAZIALĂ ”AVRAM IANCU” GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1 ABRUD",115,"ORAŞ ABRUD",1151,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:09",1260,1236,0,21,3,644,620,0,21,3,627,17,1450,806,0,27,52,181,23,9,335
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU” UNIREA",418,UNIREA,8158,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:23:59",777,746,0,12,19,377,357,0,3,17,367,10,875,498,1,7,44,120,38,112,45
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU” UNIREA",417,UNIREA,8158,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:01:15",897,855,1,6,35,394,353,0,6,35,366,28,1010,616,2,8,37,186,17,65,51
1,ALBA,"ŞCOALA GIMNAZIALĂ „ AVRAM IANCU” ZLATNA",173,"ORAŞ ZLATNA",1936,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:30:15",1171,1154,1,11,5,618,602,0,11,5,595,23,1279,661,4,22,53,313,32,8,163
1,ALBA,"ŞCOALA GIMNAZIALĂ „ AVRAM IANCU” ZLATNA",174,"ORAŞ ZLATNA",1936,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:34:35",968,957,0,5,6,539,528,0,5,6,523,16,1066,527,0,13,37,268,38,7,160
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AXENTE SEVER” AIUD",60,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:27:58",1110,1106,0,3,1,504,500,0,3,1,491,13,1220,716,6,14,39,92,32,65,243
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AXENTE SEVER” AIUD",61,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:21:44",1087,1073,0,10,4,495,481,0,10,4,480,15,1200,705,8,11,37,122,19,50,233
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AXENTE SEVER” AIUD",59,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:52:03",1121,1106,1,13,1,492,478,0,13,1,481,11,1220,728,6,14,56,98,24,78,205
1,ALBA,"ȘCOALA GIMNAZIALĂ ”AXENTE SEVER” AIUD",58,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:15:11",1193,1182,1,9,1,549,539,0,9,1,528,21,1320,771,5,14,58,136,32,46,237
1,ALBA,"ȘCOALA GIMNAZIALĂ „AXENTE SEVER” AIUD",62,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 10:31:58",1195,1191,1,3,0,568,565,0,3,0,548,18,1320,752,4,8,33,133,31,52,287
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AXENTE SEVER” MĂNĂRADE",92,"MUNICIPIUL BLAJ",1348,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:56:10",905,887,3,7,8,429,413,1,7,8,411,18,900,471,6,17,19,283,30,7,49
1,ALBA,"ŞCOALA GIMNAZIALĂ BENIC",254,"GALDA DE JOS",4366,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:45:01",443,407,2,14,20,329,295,0,14,20,314,15,500,171,6,7,53,132,62,4,50
1,ALBA,"ŞCOALA GIMNAZIALĂ CÂMPENI",125,"ORAŞ CÂMPENI",1455,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:15:15",820,806,0,13,1,509,495,0,13,1,494,15,888,379,6,40,61,205,28,20,134
1,ALBA,"ȘCOALA GIMNAZIALĂ CÂMPENI",126,"ORAŞ CÂMPENI",1455,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:38",773,766,0,4,3,452,445,0,4,3,441,11,844,392,2,18,62,174,23,6,156
1,ALBA,"ŞCOALĂ GIMNAZIALĂ CIUGUD",230,CIUGUD,1071,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 11:09:32",602,573,5,9,15,444,420,0,9,15,395,49,630,186,6,8,47,209,35,3,87
1,ALBA,"ŞCOALA GIMNAZIALĂ - CRĂCIUNELU DE JOS",239,"CRĂCIUNELU DE JOS",4188,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:08",915,903,0,3,9,613,601,0,3,9,579,34,1044,431,5,16,33,308,141,7,69
1,ALBA,"ȘCOALA GIMNAZIALĂ ”DAVID PRODAN” SĂLIȘTEA",369,SĂLIŞTEA,7044,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:29:19",1128,1064,3,30,31,853,789,3,30,31,821,32,1110,257,3,13,38,346,12,9,400
1,ALBA,"ȘCOALA GIMNAZIALĂ ”DEMETRIU RADU” RĂDEȘTI",350,RĂDEŞTI,6547,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:22:56",569,527,1,24,17,418,376,1,24,17,402,16,624,206,2,6,15,255,7,21,96
1,ALBA,"ŞCOALA GIMNAZIALĂ ”EMIL RACOVIŢĂ” GÎRDA DE SUS",263,"GÂRDA DE SUS",4525,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:44",751,739,0,5,7,527,515,0,5,7,496,31,787,260,2,6,85,136,15,9,243
1,ALBA,"ŞCOALA GIMNAZIALĂ ”GHEORGHE MAIER” UNIREA",419,UNIREA,8158,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:41:51",1174,1141,0,10,23,580,547,0,10,23,546,34,1300,720,4,13,64,351,23,11,80
1,ALBA,"ŞCOALA GIMNAZIALĂ GHEŢARI",265,"GÂRDA DE SUS",4525,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:44:07",389,377,0,5,7,310,298,0,5,7,291,19,400,90,1,2,45,102,5,9,127
1,ALBA,"ŞCOALA GIMNAZIALĂ GÎRDE I - COMUNA BISTRA",208,BISTRA,3039,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:52:58",577,566,0,5,6,381,370,0,5,6,365,16,628,247,2,16,32,138,6,2,169
1,ALBA,"ȘCOALA GIMNAZIALĂ HOREA",271,HOREA,4767,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:35:19",593,586,0,1,6,389,382,0,1,6,362,27,626,237,3,14,110,116,5,6,108
1,ALBA,"ȘCOALA GIMNAZIALĂ IGHIEL",279,IGHIU,4927,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:32:37",849,833,0,9,7,477,461,0,9,7,461,16,930,453,2,9,48,222,26,4,150
1,ALBA,"ȘCOALA GIMNAZIALĂ ÎNTREGALDE",283,ÎNTREGALDE,4981,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:26:27",227,214,0,3,10,146,133,0,3,10,142,4,214,68,0,1,7,99,5,2,28
1,ALBA,"ŞCOALA GIMNAZIALĂ IOAN MAIORESCU BUCERDEA GRANOASĂ",213,"BUCERDEA GRÂNOASĂ",9026,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:19:01",763,749,0,1,13,486,472,0,1,13,448,38,800,314,0,5,196,128,21,40,58
1,ALBA,"ŞCOALA GIMNAZIALĂ ”IOAN MIHU” VINEREA",154,"ORAŞ CUGIR",1696,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:04:16",911,903,3,5,0,505,500,0,5,0,487,18,1000,495,5,12,38,262,26,11,133
1,ALBA,"ȘCOALA GIMNAZIALĂ IOAN MIHU - VINEREA",153,"ORAŞ CUGIR",1696,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:25:25",1045,1044,0,0,1,544,543,0,0,1,522,22,1200,656,6,14,41,293,36,3,129
1,ALBA,"ŞCOALA GIMNAZIALĂ „ION AGÂRBICEANU”",18,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:30:15",810,801,1,7,1,366,358,0,7,1,352,14,902,536,9,11,54,145,34,14,85
1,ALBA,"ŞCOALA GIMNAZIALĂ „ION AGÂRBICEANU”",17,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:17:27",840,827,3,10,0,359,349,0,10,0,347,12,900,541,8,14,53,131,39,13,89
1,ALBA,"ŞCOALA GIMNAZIALĂ ”ION BREAZU” MIHALŢ",316,MIHALŢ,5700,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:01:02",845,802,1,16,26,525,483,0,16,26,504,21,898,373,1,3,39,316,25,4,116
1,ALBA,"ŞCOALA GIMNAZIALĂ ”ION BREAZU” MIHALŢ",315,MIHALŢ,5700,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:25:34",1038,973,0,21,44,638,573,0,21,44,613,25,1102,464,1,25,47,368,50,12,110
1,ALBA,"ŞCOALA GIMNAZIALĂ ”ION MICU MOLDOVAN” BLAJ",88,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:42:02",1582,1569,0,12,1,630,617,0,12,1,536,94,1700,1070,7,27,41,319,20,21,101
1,ALBA,"ŞCOALA GIMNAZIALĂ ”IOSIF PERVAIN” CUGIR",148,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:09",1093,1085,2,5,1,537,531,0,5,1,522,15,1200,663,6,9,54,203,59,13,178
1,ALBA,"ŞCOALA GIMNAZIALĂ ”IOSIF PERVAIN” CUGIR",147,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:01:27",999,984,3,11,1,448,436,0,11,1,435,13,1101,653,1,7,39,172,42,3,171
1,ALBA,"ȘCOALA GIMNAZIALĂ IOSIF PERVAIN CUGIR",149,"ORAŞ CUGIR",1696,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:25:01",1101,1098,0,3,0,465,462,0,3,0,440,25,1200,735,3,3,38,159,73,12,152
1,ALBA,"ŞCOALA GIMNAZIALĂ ”IULIU MANIU” VINŢU DE JOS",435,"VINŢU DE JOS",8826,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:21:59",1355,1343,3,9,0,757,748,0,9,0,700,57,1559,802,17,22,137,209,63,14,238
1,ALBA,"ŞCOALA GIMNAZIALĂ LANCRĂM",108,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:29:29",1437,1415,3,10,9,745,726,0,10,9,723,22,1571,826,3,35,103,455,31,9,87
1,ALBA,"ŞCOALA GIMNAZIALĂ LĂZEȘTI",389,SCĂRIŞOARA,7197,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:16:01",206,189,0,5,12,136,119,0,5,12,130,6,210,74,0,3,42,57,5,0,23
1,ALBA,"ȘCOALA GIMNAZIALĂ LIVEZILE",292,LIVEZILE,5167,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:37:20",572,541,0,3,28,396,365,0,3,28,383,13,580,184,1,10,39,245,3,7,78
1,ALBA,"ŞCOALA GIMNAZIALĂ ”LIVIU REBREANU” AIUDUL DE SUS",66,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:22:08",878,872,1,4,1,373,368,0,4,1,363,10,1000,627,6,13,50,89,11,49,145
1,ALBA,"ŞCOALA GIMNAZIALĂ ”LIVIU REBREANU” AIUDUL DE SUS",67,"MUNICIPIUL AIUD",1213,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 21:10:24",1115,1107,0,6,2,437,429,0,6,2,409,28,1220,783,8,13,30,84,16,81,177
1,ALBA,"ȘCOALA GIMNAZIALĂ LOMAN",376,SĂSCIORI,7099,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:36:56",694,689,0,4,1,350,345,0,4,1,322,28,732,382,1,10,17,139,10,4,141
1,ALBA,"ȘCOALA GIMNAZIALĂ ”LUCIAN BLAGA”",156,"ORAŞ OCNA MUREŞ",1794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:33:54",1103,1092,1,7,3,538,528,0,7,3,516,22,1200,662,5,9,30,235,28,29,180
1,ALBA,"ŞCOALA GIMNAZIALĂ METEŞ",309,METEŞ,5577,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:19:06",478,461,0,13,4,268,251,0,13,4,251,17,510,242,2,6,35,139,9,1,59
1,ALBA,"ŞCOALA GIMNAZIALĂ MICEŞTI",48,"MUNICIPIUL ALBA IULIA",1017,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 10:35:13",1472,1459,1,11,1,778,766,0,11,1,762,15,1600,822,17,20,97,362,97,12,157
1,ALBA,"ŞCOALA GIMNAZIALĂ MICEŞTI - SALA DE SPORT",47,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:33",1220,1207,7,6,0,648,642,0,6,0,628,20,1400,752,7,13,75,309,91,6,127
1,ALBA,"ŞCOALA GIMNAZIALĂ „MIHAI EMINESCU”",22,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:20:29",1171,1153,5,13,0,529,516,0,13,0,507,22,1198,669,11,24,89,198,53,10,122
1,ALBA,"ŞCOALA GIMNAZIALĂ „MIHAI EMINESCU”",23,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:26:29",1645,1632,9,4,0,737,733,0,4,0,718,19,1800,1063,15,21,99,319,82,14,168
1,ALBA,"ŞCOALA GIMNAZIALĂ ”MIHAIL KOGĂLNICEANU” SEBEŞ",106,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:15",1076,1071,1,4,0,420,416,0,4,0,405,15,1180,760,4,17,134,139,18,7,86
1,ALBA,"ŞCOALA GIMNAZIALĂ ”MIHAIL KOGĂLNICEANU” SEBEŞ",104,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:37",1014,1004,3,6,1,444,437,0,6,1,437,7,1120,676,7,12,93,175,41,1,108
1,ALBA,"ŞCOALA GIMNAZIALĂ ”MIHAIL KOGĂLNICEANU” SEBEŞ",105,"MUNICIPIUL SEBEŞ",1874,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:42:40",961,953,0,8,0,402,394,0,8,0,391,11,1060,658,3,15,125,151,20,5,72
1,ALBA,"ŞCOALA GIMNAZIALĂ ”MIHAIL KOGĂLNICEANU” SEBEŞ",107,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:53:57",1044,1035,1,7,1,396,388,0,7,1,374,22,1140,744,4,17,112,136,13,11,81
1,ALBA,"ŞCOALA GIMNAZIALĂ MUŞCA",307,LUPŞA,5336,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 00:32:14",863,834,0,14,15,593,564,0,14,15,568,25,905,312,5,11,45,282,22,9,194
